issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
PEXPlugins_PermissionsEx_issues_1603,https://github.com/PEXPlugins/PermissionsEx/issues/1603,"Hey, For some reason after upgrading to 1.7.10 my group prefixes and suffixes are not showing up. I believe my format is all correct too, so please help! http://pastebin.com/8fjaaa5b",Could you perhaps make this file available to me so I can check what's going on?,,"Does everything work when you remove, say, 5 other mods?",,Could you share one of the files which aren't working?,,do you have a separate chat plugin?,V,What version of Minecraft are you running? What version of PEX are you using? Who or what are you using for your server host or console?,V,Where would you want that to appear? If we did it to the left with the title/description it would be pretty simple...,,Where did you note that EmailValidator has been deprecated?,,why do you need to remove silicon ? it's an essential part for some of EIO recipes,,How do you mean? That script only allows you to update from alpha 2 -> alpha 3,,Why doesn't the town just change it's name to United States of Akloria?,
technicalpickles_jeweler_issues_150,https://github.com/technicalpickles/jeweler/issues/150,"https://github.com/Graylog2/gelf-rb/commit/0658ff0199a575ac1b9fa2658bd354a488a99b91 More specifically, new files wasn't added to gemspec.",Which OS/distro/version are you using? Need that info to try to replicate your issue.,,What version of Ruby? I assume other gem installs are working for you?,V,Could you please elaborate a bit?,V,Can you provide more details?,V,Do we want to support Visual C 2008 out of the box? It is rather old now.,,Can you elaborate a bit why this check would be necessary? The resource in question is a stub for tests.,V,What would the Javascript look like?,,Do you want to send a PR? :+1:,,What kind of update does it need?,,Do we ever have a situation where the client and the server versions differ?,
traccar_traccar_issues_4480,https://github.com/traccar/traccar/issues/4480,"Hi, I am using monitored_conditions in home assistant. However the attributes ""Satellites"" and ""Total Distance"" dont work on the integration?",Why are you asking about OpenGTS? Have you integrated Traccar with OpenGTS system?,,What device are you using?,,"What event is ""io207""? Why should it be included?",,Do you mean position attributes? Unfortunately there is no documentation for that. Most of the attributes are pretty self-explanatory though.,V,Where does new attribute come from?,,"Do you see ""location update"" status on phone?",V,"Why did you close the issue then? As for the question, what exactly do you mean by dynamically adding devices?",,Do you mean it doesn't work in OpenGTS? What do you see in the log (tracker-server.log)?,V,Which one of them do you want to use?,,How is this related to official Traccar source code?,V
ternjs_tern_for_vim_issues_60,https://github.com/ternjs/tern_for_vim/issues/60,"There's about a four second delay after typing before ^n ^p will work, just completing from words in the file. It is not dependent on the size of the project. Happens with one file. Makes completion unusable. During the delay it displays ""-- ^X mode ("" etc. After the delay it goes back to ""-- INSERT --"" and ^n and ^p work. Are there options that affect this?","What happens if you run the demo on http://ternjs.net/doc/demo.html , is that faster?",V,"When you say a delay, you just mean that it takes a few seconds for the file to open up? Or something else?",,Why not just pass the method your model binding? http://jsfiddle.net/brandonpierce/yMv7y/77/,,Can you post your code? I can't help you without any information.,V,Why are you trying to record a video that is already pre-recorded? Can't you just download it?,,Does ffplay show the same delay?,V,"Which syntax highlighting have you set? The above recording was for syntax highlighting set to HTML, others might behave differently.",,Can you give an example file?,V,What browser are you testing with?,,Can you give a minimal reproduction scenario?,V
nwoolls_MultiMiner_issues_43,https://github.com/nwoolls/MultiMiner/issues/43,"I have a problem with the difficulty,price,profiability and pool columns, shown since version 2.3.0 of MultiMiner,The information shown with erroneous values. In the version 2.2.8 of MultiMiner these columns showed the information well.",could you post a JSBin? http://fullcalendar.io/wiki/Reporting-Bugs/,,Can you please zip and email the configuration files found in %appdata%\MultiMiner to nwoolls @ gmail.com?,V,How are you trying to use this information?,V,Which charset is using by your LDAP server ?,,Does that description serve your needs?,V,Can you confirm that this only happens after coins are switched due to the Automatic Mining option under Strategies? If so this is a known bug that will be addressed.,V,What version of Postgres are you using?,,What information do you need and can you provide an example?,V,Which variant of Zeus Miner is it (specifically how many chips does it have)? Looks like the driver is using the wrong number of chips.,,What would be the advantages to show the sum of content views?,
pytest-dev_pytest-django_issues_229,https://github.com/pytest-dev/pytest-django/issues/229,"When i try to log in to live_server with a browser, i get this: do we keep transaction opened somewhere?",What database are you using? How does your test look like?,V,Do you know of a way to reproduce this behavior?,V,What routeros version are you running ? Do you sometimes get correct data back ?,V,"Would it require some kind of messaging protocol, or is it simpler than that? If you want to debug multiple threads in different terminals, you can try [remote debugging](https://documen.tician.de/pudb/starting.html#remote-debugging).",V,How is 2018.1 (just released)?,,Could you come up with a patch?,,What is the error message of the exception?,V,Did you try to start with py3 with an empty session table?,V,"Did you deploy your modoboa instance using the --devel option ? If you didn't, you need to manually add ""djangobower"" to the INSTALLED_APPS variable.",,Which installation method ?,V
ezyang_git-ftp_issues_51,https://github.com/ezyang/git-ftp/issues/51,"it reads it as ""/cygdrive/d/project""","Maybe another package, like SublimeCodeIntel, works for you? (I created this simple autocomplete extension because SublimeCodeIntel would crash because my code base is too large.)",,What error do you get?,,Can you upload that gif to the git issue here? That way it lives in the issue and not an external spot.,,Does it happen in Firefox ? Can you try to disable ALL Chrome extensions and try again ?,,Do you know what those specific server configurations are?,V,Can you be more specific about the error you receive and what steps you take to trigger the error? What platform and browser are you using?,,"Can we create new project folder with spaces? If yes, I will do a rollback! Thank you!",,What you want to achieve?,,Which OS are you using?,,Can you paste a full backtrace? I'm not sure if this is a bug in GitPython or git-ftp,V
swagger-api_swagger-ui_issues_1189,https://github.com/swagger-api/swagger-ui/issues/1189,We are currently in the process of documenting our JSON-only API with swagger. In this process we encountered the same problem that was mentioned in this previous issue: https://github.com/swagger-api/swagger-ui/issues/58. The second link mentioned in the ticket is empty and the first one just refers to the default data type page. What is the correct way of specifying nested parameters in a path?,Do you mean something like http://petstore.swagger.io/#/user/createUser?,,can you share the json that you're using to test this with?,,Did you hand-make the file or is it generated from a server implementation?,V,"Can you explain what you're trying to describe? And to be on the safe side, which version of the spec are you using?",,Can you explain more? What version did you upgrade from?,,Do you see otherwise?,,Can you share me a link to the issue on swagger-core?,V,Do you not see the curl command at all or does using it doesn't produce the response you expect?,,Do you get it when you do something in swagger-ui or it just comes up when you open it in a browser?,V,What do you mean by nested parameters in a path?,V
naver_pinpoint_issues_5558,https://github.com/naver/pinpoint/issues/5558,I am trying to use new UI of Pinpoint.But the call tree page displays abnormally in new UI.Could you tell me something about it? ![image](https://user-images.githubusercontent.com/24312100/57133117-6e262a00-6dd4-11e9-8e70-5c05a02596c1.png) ![image](https://user-images.githubusercontent.com/24312100/57133139-7aaa8280-6dd4-11e9-99d7-b39be88bfb13.png),Did anybody find a solution to this?,,Could you show me the error log in the Inspector? And were there any other errors in the build?,V,can you say specifically what is wrong ? ex what field is incorrect display and how should it look? is the top image zipkin 2.6?,V,When you edit and resave it appends another blank row? or it just do double BR from initial save?,,What are your routing settings? Have you activated that the app should prefer minor roads?,,What is this link ? https://github.com/OrchardCMS/OrchardCore/tree/1d084df18800bd98a85ac6358f1c40d2dd0b7972 Why do you use this repository https://bitbucket.org/Lombiq/orchard-2-hg instead of the github one ?,,Would you buy a 2-year Premium account to get these?,,Can you copy the correct message to the comment itself (so I can copy it into the script and check its binary codes)?,,Does it work with simpler equations? What's the content of the report (Show Report)? It should work with texlive 2017.,,How about reporting that inside the react-router repo instead @threescales ?,
macs3-project_MACS_issues_90,https://github.com/macs3-project/MACS/issues/90,"The best description of lambda I could find (https://groups.google.com/forum/#!msg/macs-announcement/JkufzGpUNRk/kUx0z2M2b_cJ): With the --bdg parameter, I can output control_lambda.bdg files. If lambda is calculated locally, how is that translated into bedGraph peaks or are those showing something else entirely? Also, if lambda is calculated around peak regions, shouldn't most of the genome not have any values then?",What version of python are you using? Can you post the whole stacktrace?,,Did you mean to say lambda to EC2?,V,Do you need more information on this?,V,Does the IP of that replicate with no peak calls look similar to other replicates?,V,What version of SAM are you using?,,Can you give me a concrete example that I can reproduce the problem?,,Did you follow this approach? https://aws.amazon.com/blogs/compute/nodejs-packages-in-lambda/,,Could you post the 'samtools flagstat' of your BAM files?,,"Can you please clarify? Where do you click, and where does it take you? The grammar definitions appear multiple times.",V,Did you get it work somehow?,
getsentry_sentry-php_issues_580,https://github.com/getsentry/sentry-php/issues/580,Sentry.io is discarding this parameter. The value is constructed with `gmdate()` in `Client.php`. Maybe we need a real timestamp here.,Maybe something changed in newer versions of the server? ping @dcramer,V,What do you mean? It's showing that as an error? Can you give me the full text or a screenshot?,,What version of PHP are you running?,V,What raven version are you using ?,V,Does this happen when you are loggin something or for an uncaught exception ?,V,"Does this continue to happen, or did this just happen one time?",V,Does the app shut down afterwards?,,What version of Postgres?,,What issues are you seeing? We're using urllib2 so it _should_ be handling HTTPS just fine under the hood.,,WHere are you seeing these files at? I don't see them locally in my repository (assuming they would be under templates/sentry/),
dirkgroenen_mopidy-mopify_issues_210,https://github.com/dirkgroenen/mopidy-mopify/issues/210,I've just installed PiMusicBox 0.6.0 and am unable to authenticate my Spotify account within Mopify bundled with MusicBox. After logging in via the pop-up: Is there an issue with the Bitlab.nl redirect domain? Has anyone else experienced this? Many thanks,Which browser and browser version do you use?,,Could you add some logs? Thanks.,V,Can you please copy and paste the full url of the window so I can check what has been appended?,,Did you find a solution?,,Which phone do you have?,,Can you add debug logs?,V,"what for oauth_token is here? {code} return String.format(AUTHORIZATION_URL, requestToken.getToken()); {code} you have no params in AUTHORIZATION_URL to String.format() it.",,Can you point us to the exact part of the RFC regarding this behavior?,,Can you give some more details on what's stopping you from implementing what you need?,V,Do you have more info? What did you try?,V
Staartvin_Autorank-2_issues_211,https://github.com/Staartvin/Autorank-2/issues/211,I'm trying to get Autorank-2 right to work debug-20150415094103.txt http://pastebin.com/dG1WuzAX SimpleConfig.yml http://pastebin.com/R2AP3RNv permissions.yml http://pastebin.com/JwhHzx7M,What version of Autorank are you using?,V,What do you type as command?,,Do you have Vault installed?,,What is going on here?,,Do you have any error logs?,V,Do you use a modded server?,V,What version of Autorank do you have?,V,What error gives the client when you login?,V,Can you provide your settings.yml and multiverse configuration?,,Can you run **/version Statz** and report back as to what it gives?,
anjlab_android-inapp-billing-v3_issues_58,https://github.com/anjlab/android-inapp-billing-v3/issues/58,I`m trying to buy android.test.purchased (test product from google). And get error 102. Here is my code: @Override public void onBillingInitialized() {,What version of python are you using?,,Did you see sample at the end of this topic? https://volkanceylan.gitbooks.io/serenity-guide/content/fluent_sql/criteria_objects.html,,How long is your audio file?,,"Can you tell, what was the issue?",V,When would that template be placed into jsdom?,,"Can you attach the full log and xcodebuild log? Usually, error 65 means WDA source is not signed properly. Make sure you follow real device setup procedure described [here](https://github.com/appium/appium-xcuitest-driver#usage)",,What GPRMC push are you talking about? Please provide more details on what you are trying to do and what you need.,,Can you boil your issue down to a small example that we can look at?,V,Can you ask what you need that for? (We can add it to the purchase event),,"How did you set it? If /usr/lib/python2.7/lib-dynload/_ssl.x86_64-linux-gnu.so is still linked to /opt/lampp/lib/libssl.so.1.0.0, you didn't set $LD_LIBRARY_PATH correctly.",
Leaflet_Leaflet_issues_3232,https://github.com/Leaflet/Leaflet/issues/3232,Spotted some strange behavior of a animated overlay (only in chrome) ![strange](https://cloud.githubusercontent.com/assets/6714237/6200485/f8afbd8e-b47a-11e4-9e34-7ca5c85b7c49.png) Sample link: http://ontladingen.nl/testing.html,can you provide any more information? can you show the outline of the SVG element?,V,Should we put the ai file in git or something? (Feels dodgy having the only copy being on dropbox) Could convert it to an svg too to make it smaller.,,What browser are you using? Here is a screenshot from Firefox 42 and it looks fine to me: ![screenshot-try gogs io 2015-12-13 21-07-15](https://cloud.githubusercontent.com/assets/2091312/11768989/b40dbb94-a1dd-11e5-9dfd-d9016395ced8.png),,Does that make sense?,,Can you publish a fiddle/codepen/[playground](https://playground-leaflet.rhcloud.com/) that displays this behaviour? And make sure your browser zoom is at 100% (press Ctrl+zero),,"Do you get the same issue with an empty configuration, with Projectile only?",,What version of Ubuntu are you using?,,"What OS? In any case, I don't think this has to do with Leaflet, which just puts an image on the map.",V,Can anybody else confirm? Quite weird behaviour...,,Does this only happen on title screen?,V
xXKeyleXx_MyPet_issues_355,https://github.com/xXKeyleXx/MyPet/issues/355,Error: http://hastebin.com/zapihokadu.profile Spigot: 1.7.10 r0.1 SNAPSHOT #1589 Mypet: 1.1.9 SNAPSHOT #615,Which Spigot version is it exactly? Is there anyting in the server log that could explain why this happens?,,What type of villager did you try?,V,What is the saturation level of the pet and has the pet the healing skill?,V,Do you have an error log to post? How about a version number and a craftbukkit version?,,Do your pets have skill trees on them when you're trying to level them?,V,Did this happen once or all the time when you capture a llama?,,What are you talking about? This has nothing to do with your choice of the permission plugin O.o,,Did this happend more than once? Do you have a plugin that can prevent players from opening an inventory?,,What mob types don't attack MyPets?,V,when did this happened? does this happen often?,V
facebook_rocksdb_issues_4149,https://github.com/facebook/rocksdb/issues/4149,Fresh opened databases,What would rspec-rails need to do for that?,V,Can you give me any info that you discovered when figuring this out?,,"what is output of ""ldd /usr/local/bin/pg_ctl"" and what is output of ""ls /usr/local/lib/libpq*"" ?",,Can you think of whether you use it in the correct way?,V,What extension does your css file have?,V,Do you mind providing a code example that showcases this feature?,V,What Windows version do you use?,,Can you let me know if this is still happening? I haven't seen it on recent builds. (really I've never seen it).,V,Can you tell us more about your use case?,V,"Maybe if you know ""expenses_type"" is unique you can use it as the row identification?",
sitemesh_sitemesh3_issues_89,https://github.com/sitemesh/sitemesh3/issues/89,"The Decorating with Parameters function is very useful in Dialog page pattern. suppose i have a page, it's path is /help.html. I want to show a dialog(div mock) use iframe tag, then I need not create another path like /dialog/help.html for dialog decorator, I just use a query parameter to do that in sitemesh2. It's very convenience!",What do you want to achieve?,,Which desktop environment are you using? And can you show how you are using showSaveDialog?,,"Do you mean 1.10dpr, 1.10rc1 or 1.10rc2?",,which version of the datepicker do you use? And can you provide an example using [this jsfiddle](http://jsfiddle.net/vh1oknf7/) to show if this is still an issue on the 1.4.0 release,,Do you need to load FluentWebElement in your complex page object ? Thanks,,What behaviour/functionality are you trying to suppress?,,"What is ""API jnafilechooser""? Please give a concrete reference in the code base. For general help questions please use jna-user mailing list and don't abuse the issue tracker.",,Why would you? There are many plugins that give you just a form..,,"How did you call the API? I think we have solved this before, we probably missed some cases.",,Do you mean we can decide a decoration template by a request parameter dynamically?,
TRIQS_dft_tools_issues_75,https://github.com/TRIQS/dft_tools/issues/75,"Hi, there is a small bug in the debug_density_matrix function. In line 140 a list of ions is created: The problem is, that this list is not sorted, which can result in a wrong order of atoms in the output. This gave me some trouble. Would it be possible to change the line to: which then gives the atoms in ascending order. Thanks, Alex",Can you post some examples and version of karma and karma-mocha for reproducing problem? Thanks!,V,"Which density computation are you referring to? And which scipy implementation are you talking about? There is no GMM in scipy, right?",,"Would you want the waypoints to _always_ be displayed alphabetically in all exhibits, or just in one or two individual exhibits?",,Can you tell me more about what OS and what version of Python you're running?,V,Would it be possible to let me access your radicale server so I could run the caldav test suite towards it and debug the issue?,V,Couldn't you get a continuous differentiable logp by using splines or maybe a gaussian kde?,,Could you check that it works?,,Could you please provide your code?,V,"how can we get spaces number of one indent in a line? 8 spaces maybe 2, 4 or 8.",,Can you please provide the SMILES for those CAS's?,
symfony_symfony_issues_4027,https://github.com/symfony/symfony/issues/4027,"As the title says, this seems somehow broken. ProfileType: $builder->add('emails', 'collection', array( 'type' => new EmailType(), 'allow_add' => true, 'by_reference' => false) ); EmailType: $builder->add('address', 'text') ->add('type', 'text'); Calling form_widget(form) it only renders one input field and fills it with the return of the __toString() method of the email class. Shouldn't it render all fields defined in the EmailType class?",What does your form theme look like and the templates?,V,"Could you give an example, including an expected and the actual behaviour?",V,Would you mind showing your twig?,,Whats the actual issue or performance gain? I'm missing the point here.,V,Which version are you using ?,V,Could you both provide a complete stack trace of the error?,V,"Maybe we should open issues/PRs on the bundles we find that need to be updated, referencing this issue?",,Why do you think this relates to symfony? It seems it's propel-related issue. And you should ask this question on stackoverflow or something similar.,,What do you mean ?,,Maybe because there is no official php mime type? http://www.iana.org/assignments/media-types/media-types.xhtml,
drawpile_Drawpile_issues_271,https://github.com/drawpile/Drawpile/issues/271,More often than not it is difficult to see where my own cursor is on the canvas. Drawpile uses a very tiny circle icon to display it and its hard to see it. I propose adding a crosshair cursor option in preferences. Or an icon of the currently active tool as a cursor. Mypaint developers had a similar problem. here is how they solved it https://github.com/mypaint/mypaint/issues/353 https://gna.org/bugs/?20415,"how to check if the cursor is before ""foo"" without changing the cursor? I guess ""Parse.Preview"" is for this.",,How can I reproduce this issue?,V,What version exactly were you using?,V,Can you provide a self-contained example where it _does_ remove indentation?,,"Did you manage to find a solution? If not could you paste a screenshot, that would help to better understand what is going wrong.",,Which version do you use?,V,How do you set the cursor?,V,"Did you by any chance type any funny UTF-8 characters, like emoji or other non-ascii chars, before the text you're showing?",,Can you check the version of the ruby driver that you're using?,,Doesn't this feature already exist in the View menu?,V
twitter_scalding_issues_285,https://github.com/twitter/scalding/issues/285,It appears to me that TypedPipe's private constructor prevents anyone from extending TypedPipe. Is that intended?,Could you add some more explanation of what you're trying to do and what is not working?,,Did you changed your mind?,,Can you put this on plunker (http://plnkr.co/edit/tpl:BrUl7z1vvZBGWBfSGS8D?p=preview) so we have a repro case?,,Can you provide a code sample?,V,How much slower is it? Can you share some numbers? It is hard to make tradeoffs when we have data showing wins in one area. This is a bummer.,,Can't reproduce: https://dl.dropbox.com/u/4911517/ShareX/2012-06/2012-06-03_15-11-28.png What's the server revision?,,What have you tried?,,What subclasses do you have in mind?,V,What do you mean by 'tail' ? Skip the beginning and only keep the last X seconds ?,,don't i have a test for this?,
mojolicious_mojo_issues_907,https://github.com/mojolicious/mojo/issues/907,Please add ability to force arrays in Mojolicious::Validator::Validation. For example: or maybe filter? On undef result must be empty array. On one or more values non empty array.,Can you give a curl command that works for you?,V,"What would this do? Validate that the string is a valid timezone (such as ""UTC"", ""Europe/Amsterdam"" etc.)?",,Why do you not have conditions for the join? Without them a cross join will be generated and that's probably not what you want.,V,Can you provide more info for this case please? Any specific repo to be referred to? Thanks.,V,"When (in what version) did this ""use to work""?",V,"Did you try the [body listener](https://symfony.com/doc/current/bundles/FOSRestBundle/body_listener.html) ? And we would more informations about your controller to understand your issue (its code, maybe its routing, ...).",,What's your use case?,V,What are the use cases for this?,V,How did you install scikit-learn and which version are you using?,,Which operating system? Which Perl? Which paths? What environment?,V
qbittorrent_qBittorrent_issues_1740,https://github.com/qbittorrent/qBittorrent/issues/1740,"I test qBittorent in China with 3 ISP. 1. China Telecom 2.China Unicom 3.China Mobile Communications Corporation I download 3 files (there are 3 torrents add to client). 1 & 2 is ok, I can download then and CPU usage is about 2% when downloading. Firstly, 3 is same as 1 & 2, but about 30 minutes later, 3's CPU usage is still 50% and client is unrespone, memory usage is ok(about 28MB). OS: windows sever 2003 SP2 and windows 7 CPU: 2 cores 2.7GHZ Memory:4GB Is it libtorrent's problem ?","What do you mean exactly? Do you see the same torrent going into ""rechecking"" status after it has finished? Can you describe in more detail what you observe?",V,Could it be A-Za-z instead?,,What is your version? What does the log say? (view -> log),V,Could you explain detailed steps to replicate the issue?,v,"Does qbt hangs before crashing? or some other symptoms? There was an interesting bug report #5624, not sure if related to your problem.",,Does qbittorrent-nox store the log somewhere?,V,Which qbittorrent version are you using? What is your down/up speeds?,V,HOW exactly is this a 'bug'????,,"Does it happen everytime or was it a one time crash? Unfortunately, that backtrace isn't helpful.",,What do you mean by stalling? Screenshot?,
angular-ui_ui-router_issues_2491,https://github.com/angular-ui/ui-router/issues/2491,"The `$stateChangeStart` is fired e.g. on page load or on state changes in 0.2.16 and down, but not anymore in 0.2.17.",How are you going to inject them into the controller if you don't know the names?,,How is this affecting you?,V,"What's in ""Controllers.Login""? And which view does this error occur in, because it looks like whatever is going on, there's a ""params"" property not being set, or failed to set.",,How are you going to the parent state? What does your config look like?,,What is it you are trying to accomplish?,V,Can you do a plnkr demonstrating this?,V,Why are you debugging in production?,,Do you have an edit link near the top of the page? ![screen shot 2014-11-17 at 7 30 11 pm](https://cloud.githubusercontent.com/assets/2053478/5081114/32c5dd22-6e90-11e4-9cd4-f5fdbf80d27b.png),,can you give a plnkr example?,V,While were at it can we update to Windows 10 as well? :),
