issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
Tomas-M_linux-live_issues_73,https://github.com/Tomas-M/linux-live/issues/73,"Here I leave my improvements for splash screen in initramfs sequence... You can apply my patch using `git apply dancesplash.txt`, then pun 2 tar.gz files in `./initramfs/static`. You can change the logo inside dancesplash tar file by patch in archive `/etc/dancesplash.conf` or simply overwrite `cow_logo.jpg` in `/lib` dir in archive ![image](https://user-images.githubusercontent.com/24195416/59981811-6121fc00-9609-11e9-9d32-a6adab49e02a.png) [dancesplash.tar.gz](https://github.com/Tomas-M/linux-live/files/3318564/dancesplash.tar.gz) [glibc-2.7.tar.gz](https://github.com/Tomas-M/linux-live/files/3318565/glibc-2.7.tar.gz) [dancesplash.txt](https://github.com/Tomas-M/linux-live/files/3318566/dancesplash.txt)",Do you want to submit a patch or a pull-request for that ?,,What's wrong with screenshots?,,What about directly from github? https://github.com/ChristianBeer/ProFTPd-Admin/releases,,"What does ""wastely"" mean? The two tarballs are indeed different, and I believe that is by design. Could you perhaps describe what the perceived problem is?",,Where are you expecting to see them?,V,What is the project page of dancesplash? Where are the sources? Thank you,V,whats the actual problem? You only provided a solution :-),V,Can you please write an actual proper bug report? I have no idea what you are complaining about and what system you are having problems on.,,Which link is missing? What error are you getting?,V,Don't you mean series?,
TTLabs_EvaporateJS_issues_266,https://github.com/TTLabs/EvaporateJS/issues/266,"Hi, We are using EvaporateJS (1.6.1) on our site for video uploads, everything is working great for users unless they try to upload a video from google drive via their Android phone. This is what I can see in remote debugging inspector: ![](http://image.prntscr.com/image/72b8ce2f423b47ac8f4e65cab544ee01.png) My guess is that problem is coming from the fact that file is not physically present on the device and that's causing `No bytes loaded for any parts. We may be offline`. Any idea how to solve it? Is it even solvable? Thank you Rene",Does it work if the name is different ?,V,Which version are you using?,V,"Do you have a test url? The issue might be with the image map, I'd like to check.",,Which version of packer are you using? Can you try running with [debug mode](https://packer.io/docs/other/debugging.html) and see if the file is uploaded?,,How do you know you are getting an infinite loop?,,What exactly is missing?,,"Does it reproduce on just a web page, or only inside a PhoneGap instance? Can you reproduce the same on iPad 2?",V,did you test without grappelli? because that js comes with django.,,Can I please get a copy+paste of the system status report to better troubleshoot this? It's in WooCommerce > System Status,,Could you set up an HTML page that makes it easy to get the problem to occur (and include instructions on what to do to make it happen)?,
symfony_symfony_issues_25618,https://github.com/symfony/symfony/issues/25618,"| Q | A | ---------------- | ----- | Bug report? | yes | Feature request? | no | BC Break report? | no | RFC? | no | Symfony version | 4.0.2 <img width=""1359"" alt=""screen shot 2017-12-28 at 1 56 43 pm"" src=""https://user-images.githubusercontent.com/2576509/34410160-f81c436a-ebd6-11e7-8427-1515413370a0.png"">",Can you provide a reproducer please?,V,What exactly is the problem?,,Did it work before?,V,Did you forget to enable the FrameworkBundle?,,Which version are you using ?,,Would you be happy to open a pull-request for this suggested change?,,"Can you share a reproducer or debug the situation? looking at the code in Application.php, I'm missing how this can happen.",V,Could you both provide a complete stack trace of the error?,,"Maybe we should open issues/PRs on the bundles we find that need to be updated, referencing this issue?",,Did you install the BrowserKit component?,
laravel_framework_issues_13368,https://github.com/laravel/framework/issues/13368,i update laravel today use composer. but all the commond lose,Whats the issue you are facing?,V,Maybe step into the Translator class and try to debug?,,Do you have any workbenches or a boostrap/compiled.php file?,,Did this resolve your issue?,,"What are you expecting to happen, what is happening?",V,What queries are executed?,,Could you give me so examples of what you are trying to do? I really can't help without seeing some sample code or what you are trying to accomplish,V,Maybe try composer updating again? It definitely works on my end and other production projects.,,What is $userlogin ?,,How you update composer?,
olivernn_lunr.js_issues_331,https://github.com/olivernn/lunr.js/issues/331,"Hi Oliver, do you plan to add this feature?","Could you provide a reproduction, or at least the code that you have that is generating this error?",,Do you have an example? Do you mean camelCase?,,What extension are Metal files using?,,Do you have a specific use case in mind? How does the current behaviour fall short?,V,Why not simply create a new instance?,,What kind of implementation do you imagine?,V,Could you provide a reproduction in something like [jsbin](https://jsbin.com/)?,,What is your platform / operating system? I believe this repository is only for the desktop app but your question sounds more like iOS or Android.,,"What would be the benefits? Cheers,",,Can I ask you to ask your question there again? Somebody will be able to help.,
emscripten-core_emscripten_issues_218,https://github.com/emscripten-core/emscripten/issues/218,"The ""tempPair = or.slice(0).slice(0);"" line in this example gives ""ReferenceError: or is not defined"" error in node.Js function **ZNSt3__16__treeIPN6enigma8iteratorENS_4lessIS3_EENS_9allocatorIS3_EEE16__construct_nodeERKS3_($agg_result, $__v) { var __stackBase** = STACKTOP; STACKTOP += 44; var $call_i_i = **Znwj(20); var $0 = $call_i_i; if (($call_i_i + 16 | 0) != 0) { var $2 = HEAP32[$__v >> 2]; HEAP32[$call_i_i + 16 >> 2] = $2; } HEAP32[$agg_result >> 2] = $0; var $3 = $agg_result + 4 | 0; tempPair = or.slice(0).slice(0); HEAP32[$3 >> 2] = tempPair[0]; HEAP32[$3 + 4 >> 2] = tempPair[1]; STACKTOP = __stackBase**; return; return; } .o (bitcode) file: http://dl.dropbox.com/u/5072558/Emscripten/Bitcode.o.zip",Did you run ./autorun.sh? You need to do that instead of ./configure. If it solves your problems please close this issue.,,Can you provide a repro case? I assume you using the llvm backend which means wasm2js is being run to convert the wasm to JS.,V,Can you make a testcase with a main() function so we can run it natively and in JS and see different behavior?,V,What options do you use?,,Can you please retry to check if it is now working? Thanks!,,Could you set up a [jsFiddle](http://jsfiddle.net/) demonstrating the problem?,,Where would you add the function getCookie() ? This could happen because some scripts that are only included based on specific Controller path.,,"What options are you using when you compile you code? I've compile your .o file, and I doesn't see any problem. Do you use optimization?",V,Does it happen each time you try to run the command?,,"Can you provide steps to reproduce? I need to see the bitcode generated here, and the whole output JS.",V
RGLab_MAST_issues_38,https://github.com/RGLab/MAST/issues/38,"Any idea what could cause this error? the assay was built like: `assay <- SingleCellAssay(dataframe=ncounts.m, idvars=""cell"", cellvars=""time"", primerid=""tx"", featurevars=""symbol"", measurement=""log.count"")` `time` is a factor with 5 levels of which 3 are used. Thanks",Can you give me some examples for more clarity on the use case ?,,"Could we this in images, rather than text please?",,What is it with that assays? What shall we do about them?,,Can I see the file that you are trying to minify?,,How long was the build running?,,Should someone realy use it? Or i remove can reverse recipe so you cant recycle it.,,Could you give me one of the files that break for you ?,,What did you try? What did you expect? What happens instead?,V,Can you post a small reproducible example?,V,What sort of logging? Is this internal logging of the steps or logs from the commands the steps run?,
prose_prose_issues_153,https://github.com/prose/prose/issues/153,"After authorising via GitHub and being returned to your website, the page is completely blank. I checked the console and there are no errors there. Using Chrome 21.0.1180.11 dev on Mac OS X 10.7.4.",which version of elasticsearch and kopf are you using?,,What do you plan to implement exactly?,,"Do you have any suggestions on what we should do? Looks like a lot of work to rewrite all pages, but we probably don't want to delete everything either.",,"Can you check for php errors by putting this code to the beginning of index,php? May be there is syntax error. error_reporting(E_ALL);",,Does this apply to both HTTP and HTTPS?,V,"Does a force refresh help? Those are the wrong URLs for some things, so it seems like require config isn't getting loaded.",,Did you see a security dialog when opening Brackets the first time? See https://github.com/adobe/brackets/wiki/Troubleshooting#1-lionmountain-lion-security-dialog.,,What if you navigate to a particular post directly? Eg. http://prose.io/#prose/prose/gh-pages/README.md,V,Do you still observe the first one?,,What kind of OS version are you using? BTW: This [line](https://github.com/mrdoob/three.js/blob/gh-pages/docs/index.html#L402) causes the problem in your case.,
alanjds_drf-nested-routers_issues_42,https://github.com/alanjds/drf-nested-routers/issues/42,nested resources not showed in api root,Does this work for you normally?,,"Can you please describe what you're trying to do in more detail, and/or try the snapshot?",V,Do you want to work on these patches?,,Can you be more specific? Can you provide an example action and URL?,,What version of cockpit are you running?,,Did you search the existing issues beforehand?,,What do you mean by nested parameters in a path?,,Why do you overwrite the create action?,,Could you paste an example of the response you get ? I'm sorry it's not clear for me,V,"Can you elaborate, with a minimal example please?",V
code-mancers_rapidfire_issues_30,https://github.com/code-mancers/rapidfire/issues/30,To be very specific I was thinking of having rating type of question which will just have different layout than radio buttons. Thanks. How do you propose I should proceed?,what kind of rating question that you have in mind? the one with stars like this: http://css-tricks.com/star-ratings/,V,What is m here? A time series or a model?,,Can you give more details ? What OS are you using ?,,What do you want to do with this addition?,V,"Would you mind opening an issue on the generators repo so we can investigate? Also, were you testing the BBB generator or the Backbone standard one? Thanks.",,Which version are you currently using?,,What other settings are you looking for?,,what were you doing before the crash?,,What kind of use case would you want to use this for?,,What about this? [https://github.com/jphp-compiler/jphp/wiki/For-Contributors](https://github.com/jphp-compiler/jphp/wiki/For-Contributors),
i18next_i18next_issues_1338,https://github.com/i18next/i18next/issues/1338,I want to set all the languages set in my browser as the i18next languages. I have used import Browser from 'i18next-browser-languagedetector'; i18next .use(Browser) Will it get all the languages set as browser languages? How can I console and see whether it is taking my browser languages?,How often did you edit the product description? Did you use the same content for different locales or you created unique content for each location? Thanks,,What type of support are you looking at?,,wouldn't the use of pre tag solve the issue?,,What is your use case?,V,what's the use case?,V,Did you read the readme? https://github.com/i18next/i18next-browser-languageDetector,V,How do you init browser?,V,Could that be the problem?,,Could you point pout which paths you need to secure and what your current constraints look like?,,"Do you get the same issue in the export feature in other gridfields? E.g. members table ""Export to CSV"" button?",
freeCodeCamp_freeCodeCamp_issues_558,https://github.com/freeCodeCamp/freeCodeCamp/issues/558,"Syntax error, unrecognized expression Syntax error, unrecognized expression instead of tasks",What exactly is the issue?,V,Where do you see this?,,What would a correct sentence look like?,,Could you provide a screenshot of this? I'm unable to reproduce it.,V,Which browser/operating system were you using? Please verify that this still isn't working on your end. Thank you for helping us debug this!,,Which challenge where you trying to find?,,Can you please post your current code as well?,V,"What translation would you suggest instead? Also, just to keep all the bases covered, what browser (Chrome, Firefox, Safari) are you using when you access FreeCodeCamp.com ? Thank you!",,Can you paste the code that is causing the issue?,V,"Could you provide a screenshot? I'm not quite following ""Adding a placeholder tag to the element rather than the element....""",V
Jessecar96_SteamBot_issues_890,https://github.com/Jessecar96/SteamBot/issues/890,"It's pretty cool that you can have several accounts with one .exe file now, instead of one per user. But I have rather random account usernames, would it be possible to rename them? Maybe add image or something. User-friendly.",Which version would that be?,,Will it work for you ? What problem are you trying to solve ?,,Can you describe your scenario a little more? One way of doing this is described in #1353 Thanks!,,does this still happen with 2.4.0?,,"Would that work for you? Also, do you want to work on this or is it only a feature request? (both are acceptable to me)",,Whats your use case for it?,,How would you envision this working?,V,What are you talking about? There is no GUI..,V,Couldn't you just use a One-to-One relation between Users-to-Roles rather than a One-to-Many?,,Could you elaborate? Why would you have multiple endpoints per repository? How is it going to work?,V
colinbjohnson_aws-missing-tools_issues_122,https://github.com/colinbjohnson/aws-missing-tools/issues/122,"Hi, We are running and this doesnt delete anything older than one day what are we missing ? We got the script from https://github.com/colinbjohnson/aws-missing-tools/tree/master/ec2-automate-backup ec2-automate-backup.sh -r ""us-west-2"" -s tag -t ""Backup,Values=true"" -k 1 -h > /data/scripts/ec2-automate-backup.log",Why don't you just backup the oandbackup itself? That's give you the desired apk,,What backend are you using?,,Could you post an ODBC trace of the execution?,,Can you connect to the db with pg_dump directly?,,What happens if the value is empty? Does EC2 still delete the tag or does it fail since the tag exists with a value?,V,What do you mean? Why and for whom do you want reset password? Do you ask GitHub support?,,What does the ec2-automate-backup.log contain after you run the second script?,,Could you tell me in which case you'd want to delete the logs?,V,Did you have /var/lib/docker bind mounted somewhere?,,Do you have a set of steps that reproduces this?,V
traccar_traccar_issues_3038,https://github.com/traccar/traccar/issues/3038,"Hello Anton First say congratulation for Traccar. My question. Is possible get markers every 3 or 5 seconds actually markers are every 10 seconds but is not Enough for my I need marks between, looks better in tracking report. Regards.",What Apache has to do with Traccar?,V,What's the difficulty? Just look at the current implementation and follow the same patterns.,,What server are you using?,,What frame decoder do you use?,,What version of the web interface are you using?,,Do you mean like a button to request position from device? It will require to finish #7 first.,,"What device or app are you using? Reporting interval is set on the device, not server.",,How is it related to Traccar server? Your device controls report frequency.,V,Why you want to separate tables for each device? what purpose?,,"What do you mean by ""rotate""? Do you mean deploy? Download installer and follow readme file instructions.",
neovim_neovim_issues_127,https://github.com/neovim/neovim/issues/127,"Looks like libuv doesn't support cygwin, any alternative solution? Will neovim be able to run on cygwin?",Can you answer the fields in the issue template?,,Do you experience the same slowdown without the plugins ?,,What is &encoding? Might be a TUI bug.,,When exactly did you last try ?,,Can you give exact steps? That will save time for whoever picks this up.,,Did you compile it yourself? You can see which Python is used by Neovim by following https://github.com/neovim/neovim/wiki/Troubleshooting#python-support-isnt-working,,why would you want to use cygwin when you can have a native windows built of vim?,,"Why is STS needed? Why isn't it part of eclipse? What precise features are you asking for, and how does it differ, specifically, from plugins like unite, ctrlp, and commandt?",,Did you try this?,,"Why does this need to be built-in? Also, there's no chance that this would ever be the default.",
lutzroeder_netron_issues_138,https://github.com/lutzroeder/netron/issues/138,"Hi, thank you so much for your brilliant work to visualize the network. It helps a lot. I am testing some model with multiple inputs, multiple outputs, model as a layer, and the shared layer for Keras model. The tool works for most of the cases. And I find a corner case for this tool where the connection for Add layer which takes input and conv2d as input is not connected correctly. Plz check the model https://drive.google.com/open?id=1L3-NuE4EXSUKsYCtYON2cO-L0br0U6mn.",What kind of documentation are you looking for?,,Can you share the model file?,,Can you send a drawing what the model is expected to look like and verify that this model actually saves and loads correctly in Keras?,,Should the list be sorted alphabetically or by count?,,Could you observe your free memory and/or try spaCy on a larger instance?,,Can you share the model file?,,Can you share the model file?,,Do you have a sample .onnx file you can share?,,What model format are you using and can you share a sample file? #65 is tracking renderings other than plain numbers. Stats are usually not stored in model files.,,Can you share the model file?,
emacs-helm_helm_issues_1118,https://github.com/emacs-helm/helm/issues/1118,Is it possible to use the helm-ff-run-switch-to-history (bound to M-p) available within helm-find-files in helm read-file-name implementation ?,"What should the user do in his config to ""use helm-read-file-map""?",,Doesn't just typing another pattern separated by a space do the same thing?,,Do you have a suggestion? Maybe something that fits in with the dired faces?,,Do you install the another version of helm by package manager? I tested on emacs24.5. Looks fine.,,Where does the screen shot come from? is it related to helm?,,which version of smex you use?,,Could it be related to your installation/configuration?,,can you tell me why/how you fit helm into your workflow and why you like it?,,"Do you have same bug in emacs vanilla bookmark when searching with ""/""?",,"When you say unreadable, do you mean invisible? Thanks.",
fsprojects_Paket_issues_1182,https://github.com/fsprojects/Paket/issues/1182,"paket.dependencies is shared here: http://1drv.ms/1Rjae7E The following are the differences after ""paket update -f"" Looks like regression to me. Or is it deliberately done? Konstantin ![2015-10-30 17_39_34-diff - paket lock - microsoft visual studio](https://cloud.githubusercontent.com/assets/2653844/10860883/5800aec4-7f2d-11e5-80ea-892173e572ad.png) ![2015-10-30 17_40_14-diff - paket lock - microsoft visual studio](https://cloud.githubusercontent.com/assets/2653844/10860884/580377b2-7f2d-11e5-861d-75db8c84d134.png)",Do you have problems with these files?,,Maybe this has to do with the changes to allow redirects against dependencies?,,Could you please tell us your dependencies file?,,what should we emit? Or should just get rid of the targetplatform?,,can you create aminimal repro which doesn't use your internal feed?,,Do you have Visual Studio Track changes enabled? I think you use [Git-Source-Control-Provider](https://github.com/yysun/Git-Source-Control-Provider) at the same time than GitDiffMargin!,,What is the issue? And what is the suggested solution?,,Did you see http://fsprojects.github.io/Paket/paket-add.html?,,can you also give me the old lock file?,,did you try redirects: force?,
easybuilders_easybuild-easyconfigs_issues_2290,https://github.com/easybuilders/easybuild-easyconfigs/issues/2290,EasyBuild doesn't currently successfully build GCC on a Macintosh.,which GCC version? which errors are you running into? I believe you also had a workaround?,,Do we have more context? Adding @murgatroid99 @stanley-cheung for gRPC PHP.,,What version of gcc are you using and could you post the full log?,,Does it work with this patch? https://gist.github.com/666070,,"What about when libelf isn't in /opt? What happens then? When I build in osx, it works fine because brew installs libelf to /usr/local instead.",,Do you use mingw on Windows or unix?,,Which GCC version is used here?,,What's the version of gcc that is throwing this error?,,What version are you trying to compile?,,What is the error?,
metacpan_metacpan-web_issues_2179,https://github.com/metacpan/metacpan-web/issues/2179,<https://metacpan.org/pod/PPI::Statement::Include> shows the doc for `PPIx::XPath`,Doesn't this exclude all modules with the word deprecated anywhere in the source? Can -deprecated be restricted to the abstract?,,Why not submit a PR?,,What's the benefit over setting your avatar url directly in /profile/account ?,,Where are you expecting to see them?,,Should this be filed in https://rt.cpan.org/Public/Dist/Display.html?Name=String-Errf ?,,"Where did you get those links from? Currently, https://metacpan.org/about/anything will go to the main about page. I'd say they should be 404s, not redirects or anything else.",,Can you please double-check?,,Can you force refresh https://metacpan.org/module/Physics::Unit ?,,do you see it change if you scroll down the page (and then click)?,,Does doing a hard refresh make any difference for you?,
Dgame_Dgame_issues_18,https://github.com/Dgame/Dgame/issues/18,"Hi, I got a runtime error. What am I doing wrong? Console output: CPU: Intel 4770k GPU: Intel HD Graphics 4600 All necessary libs are linked: and drivers are installed. Is it drivers/OpenGL error, and it's useless to do anything?",Does the original version of the engine work fine?,,"How did you cause this? Code for an example app that reproduces the error would be great, otherwise we can't do anything",,How? I'm not exactly sure.,,What are you trying to achieve?,,Does switching to software rendering help? https://support.rstudio.com/hc/en-us/articles/360017886674-Troubleshooting-RStudio-Rendering-Errors,,what's your platform? opengl version?,,What does this have to do with cinnamon?,,Which OS did you have? Can you update the drivers? Otherwise it's an problem with Derelict. Can you post your code on Gist (https://gist.github.com/)?,,Can you tell me when does this line appear?,,Can you give me a little more detail to ensure I doing right?,
middleman_middleman_issues_122,https://github.com/middleman/middleman/issues/122,"I recently updated to the new version, only to find that front matter no longer works. I rolled back to version 2.0.8, and everything is hunky dory. Is this inadvertent, or on purpose?",Which version of Leaflet are you using?,,"How big is the binary? If it's less than 100kb, it's not really intended for public consumption. The website does not really make this clear, so mea culpa.",,What do others think?,,What version of jquery.mb.ytplayer are you using? do you have a link where I can see your issue?,,Could you paste in the error from the console?,,Can you provide a quick snippet and small sample repository that reproduces the problem that you're seeing? Thanks!,,Can you attach a project where this problem appears? You can mail it privately to me if you need to.,,Can you try clearing your local user data as described in the screenshot on that issue?,,Can you post the contents of Gemfile.lock?,,What are you trying to do that that feature would help with?,
Carthage_Carthage_issues_1583,https://github.com/Carthage/Carthage/issues/1583,"* `carthage version`: 18.1 * `xcodebuild -version`: Xcode 8.1 Build version 8B62 * Are you using `--no-build`? No * Are you using `--no-use-binaries`? yes * Are you using `--use-submodules`? No Is there a way to specify a build directory for a dependency? Essentially what I'm trying to do is something like this: github ""ReactiveCocoa/ReactiveObjC"" == 1.0.2 -o ./Build/iOS/Foo/ github ""kean/Nuke"" == 4.1.2 -o ./Build/iOS/Bar/ github ""SnapKit/SnapKit"" == 3.0.2 -o ./Build/iOS/Bar/",What version of ReactiveCocoa are you trying to use?,,Did you embed the frameworks in your project?,,"Could you try selecting ""Generic iOS Device""?",,Could you give that a try?,,Why do you want to do that?,,Can you try with ReactiveCocoa 5.0.3?,,Does setting up RCIO like RCL work?,,Could you possibly share your Podfile.lock?,,Would that work under the set of limitations?,,Can you share a project that reproduces this issue?,
antirez_redis_issues_307,https://github.com/antirez/redis/issues/307,I Am Not Able to update Redis server to 2.4.0 I am Using right now version 2.2.0,How does this have to do with phpredis? :),,Why not? Please provide more information.,,Can you give the redis log and coredump backtrace?,,"However, maybe we should rather do proper cleanup of the redis process after cleanup? Under what circumstances the redis stays up after execution?",,What version of Rails? How are you installing Resque?,,Could you check if any one of those is the case?,,Can you tell me how to reproduce your scenario?,,Can you try --broker_api=redis://:passwd@redis-host:6379/0 ?,,Can you put an example on GitHub?,,What version of Redis are you on?,
company-mode_company-mode_issues_827,https://github.com/company-mode/company-mode/issues/827,I can reproduce it when completing with company-mode in a yasnippet field.,Could you post a screenshot?,,Could you post an example file?,,How do you get to that error message?,,What's the major mode?,,What framework are you using to create the forms? Can you provide a more complete example?,,Can you give a minimal reproduction scenario?,,what is your SQL schema for the company table? Looks like you need to do joinWith() instead of with(),,Do you encounter this case frequently?,,What is the problem you are solving here?,,"Could you show a step-by-step scenario? E.g., what does the buffer contain?",
cakephp_cakephp_issues_6301,https://github.com/cakephp/cakephp/issues/6301,Currently trying to save belongsToMany Relationship _ids (not inserting new data) which gives me a fatal error. Link on stackoverflow: http://stackoverflow.com/questions/29506379/cake-3-saving-belongstomany-relation-crashes Screenshot: ![screen shot 2015-04-09 at 00 40 09](https://cloud.githubusercontent.com/assets/8074336/7056960/195441c2-de51-11e4-8e53-f699d1ca5d8d.png),What version are you using ?,,Do you have the same issue with the Decimal type?,,Maybe @DyeH could pitch in? I will take a look at it as well.,,What command are you running?,,What is not happening that you are expecting to see in the snippets above?,,"Can you run composer in debug mode? I doubt it's CakePHP's fault - we don't host the code, Github does - so maybe packagist is being slow?",,How could someone reproduce this issue? It looks like an instance cannot be created/found.,,How can someone reproduce this error? I don't have this error locally.,,Which column is causing the issue? It looks like the column is not being detected as the correct type.,,Can you help us identify what is wrong about it?,
