issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
bitcoin-wallet_bitcoin-wallet_issues_299,https://github.com/bitcoin-wallet/bitcoin-wallet/issues/299,See https://twitter.com/petertoddbtc/status/695506625419833344,Can you say when and with what version of the app did you create the wallet?,,"Why, has it happened to you? You can recover the replaced wallet if you've got a backup of it.",,Can you send me an issue report through the app so I can see your specs?,,Can you send the crash report that is offered to be sent by the app on next startup? Also can you provide details about the transaction you created?,,How do you mean it's missing? In what language?,,What's the transaction hash/id? Can you send logs and/or a wallet dump?,,Can the Web Browser on the phone connect to web sites? What country are you located in?,,Where and in what app do you click? Maybe provide screenshots if it's hard to describe.,,Do you already have a release of some sort?,,What's the currency symbol (three letters) for litas?,
twigphp_Twig_issues_1104,https://github.com/twigphp/Twig/issues/1104,"Hi, It's a little contribution to twig, I have an error with this code I solve it with modify `Twig/Loader/Filesystem.php at line 65`, I have remplace this code `if (!is_array($paths)) {` by `if (is_string($paths) && !is_array($paths)) {`. My code work fine now.",Can you give us a Twig template and the variables you need to pass to it to exhibit the issue?,,Which theme are you using? Does the theme have this file?,,Could you explain what you want more precisely ?,,When do you have this error message? Can you give us a small template to reproduce this? Thanks.,,What is the complete error message? Which Twig version do you use? Which code is causing this issue?,,which error do you have ?,,What's the value of https://github.com/twigphp/Twig/blob/2.x/lib/Twig/Extension/Escaper.php#L14 in your case and where does it get set from?,,"Which version of Bolt are you using, exactly?",,"Do you have any suggestions on what would make the docs clearer? I can write up the docs, but would like to know where the gaps are.",,Which variable name are you talking about ?,
saghul_pythonz_issues_59,https://github.com/saghul/pythonz/issues/59,"Would it be at all desirable/feasible to have pythonz install unique versions of CPython (and Stackless, I suppose) binaries based on the current system architecture? I'm thinking here of a very traditional UNIX network environment, where a user might have a single home directory that's NFS-shared among machines with various architectures. I currently handle this situation by setting PYTHONZ_ROOT to a value that has ""uname -smp"" interpolated. I.e. I keep a separate pythonz directory for each of the the various architectures in use.","Maybe I'm missing something, but what does this have to do with ssh aliases? Not that I'm opposed, just trying to make sure I'm not missing something.",,Does that solve your problem?,,"Do you know how to achieve that for other unixes? I guess is just a CFLAGS / LDFLAGS combination, right?",,Maybe the Raspberry .deb binaries might work?,,"May I ask, what OS are you running?",,Does the minecraft user (or your configured user) have a home directory?,,"What settings you are using? (Please show me Karabiner Preferences with ""show enabled only"" checkbox.)",,Can you give a minimal reproduction scenario?,,"What type of content? Where is that content stored? How are you handling context routing? Multi context mode enabled in ClientConfig? Relevant forum thread, also lacking detail https://community.modx.com/t/context-settings-not-overriding-the-relevant-system-settings/1836",,Could you post the structure of this project and what it should complete?,
keybase_keybase-issues_issues_3538,https://github.com/keybase/keybase-issues/issues/3538,"Hi there, As someone with poor sight, would it be possible to add an option to increase the font size in the client(s) please? Thanks :)",Why not write and compile a simple server java that min maxes an integer for you?,,Does Ctrl-= work to zoom in?,,Why? It adapts now to what best fits the number. The display is also optimized for it (spacings).,,Does someone know why it is this number?,,"Where do they have signatures? In emails its common, but really in an IM client?",,Can't you solve this using a plugin? I did it that way,,Why did you open it again???,,What is appium client?,,Why do you need it?,,Do you have a URL example?,
vitalets_x-editable_issues_131,https://github.com/vitalets/x-editable/issues/131,"as I can do to make showButtons: false takes the value of a id=""showbuttons"" name=""showbuttons"" <input type=""hidden"" value=""false""/>",Where did you get that info from? Thanks.,,"Why should you use that? .env files only contains some basic, environment dependent configuration! Don't think you've to use this and it's probably not the problem of Laravel.",,"Can you please provide a code example in a plnkr.co or jsbin? Also, in what browser + version have you tested this?",,What is the question?,,Do you have a use case for trying to remove it?,,Where is $intern_data_value being read from the db?,,Could you try using a ERB version?,,which parser are you using?,,"What's your input markup look like? Its straight html5, so shouldn't be any different than any other framework.",,Do you expect what output HTML?,
kendo-labs_knockout-kendo_issues_68,https://github.com/kendo-labs/knockout-kendo/issues/68,http://jsfiddle.net/3TZPb/5/ (simplified example) I tried to bind to an observable array to dynamically display tabs based on the contents of the collection. Any new items added are not bound as tabs... Is this a limitation of the tab strip binding or a bug?,Can you post that output here?,,What version you are using?,,Can you take a look at it again?,,Do you have any specific examples or codepens of it not working? We try and keep open issues that have more substance with specific examples.,,Which version of tilda do you use?,,Can you throw a demo up on JSBin or something please?,,"Can you please provide code examples, or even better, a reproduction in jsFilddle or JSBin?",,What options are you passing?,,Could anyone look at this please?,,Can you provide a codepen demo?,
ember-cli_ember-cli_issues_5822,https://github.com/ember-cli/ember-cli/issues/5822,"Its taking over 1 hr already and it is not finished downloading modules yet. embercli 2.4.3 do not have such problem , embercli 2.5.0 happening like that.",maybe that is the actual problem here?,,can you provide a reproduction of the issue? the provided information is not sufficient to diagnose ...,,Can you open an issue there and cross link back here?,,What command did you run?,,do you see the same deprecation notice with Ember CLI 2.6?,,do you have a stacktrace for that error?,,"Can you provide your node version, npm version, and os?",,Can you investigate further?,,which OS are you using?,,Maybe because more softwares were running while you were trying to develop your app? I don't know but Slow Build is in general a system performance issue.,
csscomb_csscomb.js_issues_332,https://github.com/csscomb/csscomb.js/issues/332,"Does CssComb.js work with SASS? I've tried to use it with SASS, and it's corrupted code. See screenshot of _git diff_. ![default](https://cloud.githubusercontent.com/assets/2001025/4887971/44a7ae88-6389-11e4-80c7-bfe8a54646c0.jpg) Why?",Do you have something unusual in there? In your C:\Users\Jason.gitconfig I mean. Thanks in advance for providing the info!,,Could you confirm if this happens in any other browsers on your particular system/setup?,,Do you have Visual Studio Track changes enabled? I think you use [Git-Source-Control-Provider](https://github.com/yysun/Git-Source-Control-Provider) at the same time than GitDiffMargin!,,Which OS? 2. What version of Firefox? 3. A live example is always appreciated.,,Can you reproduce this outside of Atom?,,What used to be the standard? Correct [link](http://sass-lang.com/documentation/file.SASS_CHANGELOG.html),,how? may i have the link please? thanks,,Would you be willing to test out the updated code and let me know if that works for you?,,"Could you please show me two blocks of code: before and after? In plain text, please, without screenshots.",,What's the point? You know this will get closed.,
FortAwesome_Font-Awesome_issues_5221,https://github.com/FortAwesome/Font-Awesome/issues/5221,An eraser that looks like a pencil,Would http://fortawesome.github.io/Font-Awesome/icon/certificate/ suit your needs or are you specifically requesting an icon with that wording on it?,,Can you please close this issue?,,could you please provide an example? (singol color - suitable for base icon size of 14px),,could you please post an example of award?,,"Can't you narrow down to either fa-revolver, fa-rifle, fa-spear, etc?",,Can you provide a use case or example of when having an icon for individual numbers would be more ideal than simply using CSS and/or normal web font?,,could you please provide an example?,,Can you please post examples?,,Would icon-tint work? http://fortawesome.github.io/Font-Awesome/icon/tint/,,Do you have a picture to serve as an example?,
Leaflet_Leaflet_issues_3232,https://github.com/Leaflet/Leaflet/issues/3232,Spotted some strange behavior of a animated overlay (only in chrome) ![strange](https://cloud.githubusercontent.com/assets/6714237/6200485/f8afbd8e-b47a-11e4-9e34-7ca5c85b7c49.png) Sample link: http://ontladingen.nl/testing.html,can you provide any more information? can you show the outline of the SVG element?,,What version of Ubuntu are you using?,,"Do you get the same issue with an empty configuration, with Projectile only?",,Should we put the ai file in git or something? (Feels dodgy having the only copy being on dropbox) Could convert it to an svg too to make it smaller.,,"What OS? In any case, I don't think this has to do with Leaflet, which just puts an image on the map.",,Does that make sense?,,Can anybody else confirm? Quite weird behaviour...,,Can you publish a fiddle/codepen/[playground](https://playground-leaflet.rhcloud.com/) that displays this behaviour? And make sure your browser zoom is at 100% (press Ctrl+zero),,Does this only happen on title screen?,,What browser are you using? Here is a screenshot from Firefox 42 and it looks fine to me: ![screenshot-try gogs io 2015-12-13 21-07-15](https://cloud.githubusercontent.com/assets/2091312/11768989/b40dbb94-a1dd-11e5-9dfd-d9016395ced8.png),
Mezomish_juffed_issues_8,https://github.com/Mezomish/juffed/issues/8,Kate has a quick open plugin (Ctrl+1 shortcut). Would be nice to have that feature in Juffed. Proposed default shortcut: Alt+1,"Can you post your config, schema, and maybe a screenshot if it helps describe things?",,"which one is ctrl+1, and which one is the leftmost? Is it based on when they were opened?",,Could you please be more specific?,,Did you try LinkHints.activateModeToOpenIncognito (in Advanced commands)? It sounds like what you are looking for...,,What would supporting local storage mean in the context of rest-client? It seems like that's only applicable for a browser running javascript.,,What other plugins do you have installed? I assume Super+T is doing for you what Super+P does for me?,,Which version of Godot (and OS)?,,What platform are you on?,,Could you please describe what does this plugin do?,,Can you confirm this is still happening?,
scala-js_scala-js_issues_1532,https://github.com/scala-js/scala-js/issues/1532,I suspect a minor typo on [this line](https://github.com/scala-js/scala-js/blob/184217741a2291c72833dcf7299a5daad6fadb94/javalib/src/main/scala/java/nio/TypedArrayDoubleBuffer.scala#L99): `def bytesPerElem = 2`,"Would you need anything specific from the macwire side? As long as there are constructors, macwire should work",,Would you like to make a PR?,,Did you changed your mind?,,Could you please try that?,,Could you fork scala-js-example-app to find a minimal repro project?,,"Can you give a test case that fails, please? My oh-so-extensive test suite failed to catch this typo, apparently.",,Do you actually have sitestreams access? You should get a 403 if you don't. https://dev.twitter.com/docs/streaming-apis/streams/site#Applying_for_access,,Do you need a workaround for this?,,Can you describe what behavior you were expecting and what behavior you are seeing?,,Can you provide code and instructions on how to reproduce the error? What debugging have you done? Can you post what arguments are given to new Buffer when this happens?,
rvm_rvm_issues_74,https://github.com/rvm/rvm/issues/74,When installing rvm in /usr/local/rvm it is adding a duplicate item to the PATH variable `/usr/local//bin` (notice the double slashes).,Did you tried simply restarting terminal?,,do you have ~/.bash\* files is the completion sourced there somewhere? how do you start you terminal session?,,Do you have a gist to support and explain what you mean here?,,can you [gist it](https://gist.github.com) all?,,Does ruby 2.0.0 install without the --binary flag?,,did you found preferences for your terminal emulator? it's usually in similar place in all of them - what does the about menu (of terminal emulator) show you?,,Does the generated README file contain a list of the preferences you selected? I'll know more if I see that.,,Could you post the portions of your sls for rvm-deps and mri-deps? Thanks!,,Maybe this is caused by -march=native? https://lightyearsoftware.com/2012/11/speed-up-mri-ruby-1-9/ mentions that compilation fails with the same message you get.,,Can you check if you have libyaml installed?,
ClosureTree_closure_tree_issues_227,https://github.com/ClosureTree/closure_tree/issues/227,"I am seeing duplicate entries in our database sporadically using Postgres 9.4.4, Rails 4.2.6, closure tree 6.0 and using the your advisory lock gem 3.0.0. We have multiple workers that are calling find_or_create_by_path with duplicate data. Running the following script from two rails consoles sometimes results in this behavior as well. `Topic.transaction do` `(0..500).each { Tag.find_or_create_by_path([""grandparent"", ""parent"", ""child""]) }` `end` I was wondering if wrapping the call in the transaction block could somehow be creating this issue or if the find_or_create_by_path is bugged? Any help is appreciated. Thanks!",Where did you get the error? What were you doing at the time?,,Can you add a debug statement to see what named mutex the different consoles are using? The string must match.,,Could you try with 3-1 edge ?,,"What does your model, relations and bulkCreate call look like currently?",,Can you provide a use case?,,"Maybe invitable is messing up registrations controller and overriding the default behavior? This is all I can think about, because this certainly works in Devise (we have tests for it!).",,How exactly were you trying to create the token? Do you have any app specific code that might be related with this issue? Thanks!,,What is the abrt gem? That's where your stack points.,,How about Local Storage?,,Do you agree that we should make an exception and let scopes supply default values here @mickhansen ?,
traccar_traccar_issues_404,https://github.com/traccar/traccar/issues/404,Hi Can please someone tell me from wear I can find the hex file for the TK102 2 clone? Thanks,What feature do you want me to implement?,,What step didn't work?,,Can I see server logs?,,What exactly is your problem? Have your read manual? It should have information about device configuration procedure.,,What device are you using? Traccar supports only GPRMC format for Enfora protocol.,,Why do you want that? How will you tracker send data to the server without internet?,,Do you have the device? or you planning to get one?,,Do you mean device id? Most likely it's IMEI number.,,What do you mean by hex file? Do you want message examples?,,What GPRMC push are you talking about? Please provide more details on what you are trying to do and what you need.,
Leaflet_Leaflet_issues_514,https://github.com/Leaflet/Leaflet/issues/514,"I have an issue where under some circumstances, a call to openPopup() will return a component which is invisible, and it turns out the component's _opened attribute is false. I didn't think that was possible, is there a case where it is correct behaviour?",Can you provide more information?,,What about defining a custom pane for those popups?,,"What is the first page that comes up on the list after the word ""Page"" in bold? Thank you! -Tracy",,Could you set up the condition in a simple test case using http://jsfiddle.net/ so I could reproduce this?,,What do you mean by GWT popup?,,Can you publish a fiddle/codepen/[playground](https://playground-leaflet.rhcloud.com/) that displays this behaviour? And make sure your browser zoom is at 100% (press Ctrl+zero),,Maybe we should just override one with the other?,,Can you please make a jsfiddle to reproduce this?,,How do you use it? Where do you call .spidefy from? I'll try to investigate. Still I'm looking forward for this.,,Can you give a more detailed description of the bug and demonstrate it in a JSFiddle?,
cs50_libcs50_issues_195,https://github.com/cs50/libcs50/issues/195,"`eprintf` doesn't exists anymore, but is still in the tests and the README.",why do you ask?,,Can you help me understand why you need/want to detect this on the fly? How you used this in an existing script?,,Do you have any suggestions to make this meaning clearer?,,Would it have trouble with #2009?,,What issue are you seeing exactly? You may have to put the host and port in the route attribute when creating the BOSH session.,,When did this start to happen?,,What HTTP client are you using? Can you paste a snippet showing how you are making the HTTP request?,,Where do you see it exactly?,,Could that be the bug? Or did you also not hear the release parameter changing?,,"Do u have the new version? I try to upgrad it, but it doesn't work.",
PEXPlugins_PermissionsEx_issues_1403,https://github.com/PEXPlugins/PermissionsEx/issues/1403,I still have the bug in 1.21.1,What solved the problem?,,"What is your particular use-case? The more we need about the needs of our users, the better it helps us to prioritise. Thank you for trying Realm out! :)",,Maybe you tested in spawn-protection radius area or other kind a protected place?,,Do you target Zikula 1.4 or 1.5?,,Can you please leave a description of your problem?,,What is wrong with the way it is now?,,Could you give an example with corresponding Accounts?,,Why are you giving that one out?,,"Could you clarify a little more what your problem is here? CommentAdmin extends LeftAndMain, which implements PermissionProvider.",,When does this happen?,
facebook_react_issues_11904,https://github.com/facebook/react/issues/11904,Is there a way of appending components like we [append nodes](https://developer.mozilla.org/pt-BR/docs/Web/API/Node/appendChild): I know that it can be easily handled by state.,Do you mean the actual license file?,,Why not update the state and render the item if needed?,,Can you provide code that isn't working for you?,,Can you give an example?,,Do you mean [create-react-app](https://github.com/facebookincubator/create-react-app) ?,,Which version of node? libxmljs?,,What is your use case?,,Can you give more information about what you mean?,,Why did you close the issue?,,Does this help? https://facebook.github.io/react/docs/reconciliation.html#recursing-on-children https://facebook.github.io/react/docs/reconciliation.html#keys Should we link to those chapters more prominently?,
