issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
traccar_traccar_issues_2916,https://github.com/traccar/traccar/issues/2916,i have this problem in the file wrapper.log,What version of the web interface are you using?,,What protocol/format does it use to send data?,,Why do you need an installer? Just replace updated files in existing installation.,,Why do you need it?,,Why are you asking about it? Does it cause any problems?,,What location provider do you use?,,What device are you using? Traccar supports only GPRMC format for Enfora protocol.,,What do you mean by that? Please describe step by step what you did.,,What are the hardware specs of your machine? Are you sure you have Java installed?,,What version of Traccar are you using? Have you changed the config?,
ZeroK-RTS_Zero-K_issues_1496,https://github.com/ZeroK-RTS/Zero-K/issues/1496,originally reported here: https://springrts.com/mantis/view.php?id=5334 (replay in mantis report),Can you confirm that this was breaking something for you in particular? I haven't loaded 1.2.17 yet. I appreciate you sending these in. Corey,,Could you provide this information ?,,What are the exact steps to reproduce this issue?,,Does Spring immediately crash if NaN is used in arithmetic or does the NaN infect many numbers until it eventually crashes at a callout?,,What platform and version are you trying to build from source on?,,Can you describe what you want to archive?,,What's the point in opening a duplicate issue with no additional information?,,What DB ? Does the DB user have enough privileges to create and alter tables and indexes ?,,What are your lanugage settings/environment variables?,,When does this error happen? I have never experienced this.,
nilearn_nilearn_issues_1306,https://github.com/nilearn/nilearn/issues/1306,/home/alexandre/envs/pytre/lib/python3.5/site-packages/scipy/ndimage/interpolation.py:430: UserWarning: The behaviour of affine_transform with a one-dimensional array supplied for the matrix parameter has changed in scipy 0.18.0 This is the comment in Scipy [documentation](http://docs.scipy.org/doc/scipy/reference/generated/scipy.ndimage.affine_transform.html):,Can you try that?,,What OS X version?,,"What data do you have in mind ? Note that we recently uploaded HCP900 activation maps on Neurovault (https://neurovault.org/collections/4337/), which can be fetched through Nilearn.",,How is that done? @pv ?,,Can you report your OS and compiler versions?,,"What version of Python are you using, 2 or 3? This is normal; see http://docs.scipy.org/doc/scipy/reference/api.html#guidelines-for-importing-functions-from-scipy",,Would another argument (such as dtype) with a default of numpy.float64 be a good approach to this?,,Which version of nilearn are you using?,,"Can you reload the file and report on whether you still see the error? Thanks, Pierre",,How about refactoring the code to avoid the comparison?,
oracle_opengrok_issues_645,https://github.com/oracle/opengrok/issues/645,http://src.illumos.org/source/search?refs=UT_NO_USAGE_TRACKING&project=illumos-gate There was an error! /var/opt/opengrok/src/illumos-gate/usr/src/tools/scripts/build_osnet.sh (No such file or directory) java.io.FileNotFoundException: /var/opt/opengrok/src/illumos-gate/usr/src/tools/scripts/build_osnet.sh (No such file or directory) at org.apache.jsp.search_jsp._jspService(search_jsp.java from :590),When exactly does this happen ?,,What ctags implementation (+version) do you use ?,,Did you restart elasticsearch after creating this script? Does user that elasticsearch is running under have read permissions for this file and demo directory?,,Can you attach logs pls?,,"What do you mean exactly by ""not indexed properly"" ? What is the version you are running ?",,"Can you please verify if the file exists? It can be a timing issue - code is up to date, but index is still refreshed ...",,what ralationship is between #4139 and #4140 ?,,Do you mean you want to run your custom version? Just install an official release and replace binary file with your custom one.,,Can you please post whole output?,,"which browsers? :) the url is intentional - reason is simple, sharing of pointers to code ...",
CDAT_cdat_issues_155,https://github.com/CDAT/cdat/issues/155,The slider in the subsetter menu to subset the dimensions is missing a handle on the upper slider. ![Screenshot from 2013-04-10 21:57:28](https://f.cloud.github.com/assets/2963950/365889/dbb3dbae-a264-11e2-8c78-e8827a73a99d.png),Do you find the same issue?,,Did you build Mapnik from source or apt-get on both machines ? What cairo (used to render PDFs) versions do you have on CentOS and Ubuntu ?,,Can you confirm its ubuntu only?,,Which OS? 2. What version of Firefox? 3. A live example is always appreciated.,,"Did you try to replicate this behaviour over push? It seems weird that it should have anything to do with the transport, if the message itself is complete.",,What distro? I can build with gcc on Ubuntu without any issue.,,can I see your initialization code?,,"Can you try to just hold <kbd>ALT</kbd> and move it upwards? There's something, maybe the text or the DPI, that makes the window too big.",,Do you have an example page I could look at?,,Why are you posting your shit here? It has nothing to do with cinnamon.,
ytdl-org_youtube-dl_issues_960,https://github.com/ytdl-org/youtube-dl/issues/960,"fixed, i used ipv6 which is geo bugged sometimes.",Did you try the unencrypted port 80?,,Can you try connecting directly using the FreeTDS binary directly?,,Can you elaborate on this more? What do you mean u used ipv6?,,Maybe just ask the ddwrt developers?,,Do you get any errors in the logs ?,,Can you please send a complete sample program that exhibits the issue?,,Can you post some details? What IP are you trying?,,"What does _fails_ mean, please? Can you provide a clearer explanation of what you expect to happen and what is actually happening?",,What error do you get?,,What are you asking for?,
tarantool_tarantool_issues_3358,https://github.com/tarantool/tarantool/issues/3358,"For me the base64_encode make urlsafe in these cases: `{nopad=true}` `{nowrap=true}` `{nopad=true, urlsafe=false}` `{nowrap=true, urlsafe=false}` I use tarantool 1.9.0.71",Can you ask this question on the new [Mbed TLS list](https://lists.trustedfirmware.org/mailman/listinfo/mbed-tls)?,,"Could you please describe test steps, share your codes or simply your usage scenario to reproduce the issue?",,Where are you seeing this code?,,Why to set it FALSE by default?,,can you write up a test case in the spec to prove that it fails?,,Can you provide a concrete test case?,,What database are you using currently?,,Do you read http://github.com/mailru/tarantool/wiki/protocol ?,,"Why should you use that? .env files only contains some basic, environment dependent configuration! Don't think you've to use this and it's probably not the problem of Laravel.",,Do you feel that we also need .null alias?,
jphp-group_jphp_issues_270,https://github.com/jphp-group/jphp/issues/270,"hi, any guide to build fatjar distribution from jphp project?",Can you provide/check the permissions and contents of /Users/mikhail.doronin/.gradle/native ?,,"Would you mind sharing the logging configs that made this happen so I can add a note to the wiki? Thanks, Chris",,What about this? [https://github.com/jphp-compiler/jphp/wiki/For-Contributors](https://github.com/jphp-compiler/jphp/wiki/For-Contributors),,What is the problem you are trying to solve in this way?,,Which parser/transpiler do you use for such code? Could you reference some docs explaining this syntax?,,"Can you please confirm what page you are getting the error on? System > Preferences, or the Section Editor?",,What exactly were you doing?,,Maybe this person is you?,,"Can I ask what size is the jar file / folder you are scanning? Cheers, Chris",,Do we have a way of building without libunwind?,
BuildCraft_BuildCraft_issues_1212,https://github.com/BuildCraft/BuildCraft/issues/1212,"I have been getting a random crash, only happens now and then on load, and I only have the one pump in the world sucking lava in the Nether with 4 redstone engines attached to an ender tank. I am running BC a-4.0.2 MC 1.6.2 forge 9.10.1.852 Time: 9/17/13 2:47 PM Description: Ticking tile entity java.lang.NullPointerException at buildcraft.factory.TilePump.func_70316_g(TilePump.java:100) at net.minecraft.world.World.func_72939_s(World.java:2208) at net.minecraft.world.WorldServer.func_72939_s(WorldServer.java:552) at net.minecraft.server.MinecraftServer.func_71190_q(MinecraftServer.java:666) at net.minecraft.server.MinecraftServer.func_71217_p(MinecraftServer.java:585) at net.minecraft.server.integrated.IntegratedServer.func_71217_p(IntegratedServer.java:129) ## A detailed walkthrough of the error, its code path and all known details is as follows: -- Head -- Stacktrace: at buildcraft.factory.TilePump.func_70316_g(TilePump.java:100) -- Tile entity being ticked -- Details: Name: net.minecraft.src.buildcraft.factory.TilePump // buildcraft.factory.TilePump Block type: ID #1511 (tile.pumpBlock // buildcraft.factory.BlockPump) Block data value: 0 / 0x0 / 0b0000 Block location: World: (22,49,28), Chunk: (at 6,3,12 in 1,1; contains blocks 16,0,16 to 31,255,31), Region: (0,0; contains chunks 0,0 to 31,31, blocks 0,0,0 to 511,255,511) Actual block type: ID #1511 (tile.pumpBlock // buildcraft.factory.BlockPump) Actual block data value: 0 / 0x0 / 0b0000 Stacktrace: at net.minecraft.world.World.func_72939_s(World.java:2208) at net.minecraft.world.WorldServer.func_72939_s(WorldServer.java:552) -- Affected level -- Details: Level name: Mod's Delight All players: 0 total; [] Chunk stats: ServerChunkCache: 22 Drop: 10 Level seed: -805306326 Level generator: ID 00 - default, ver 1. Features enabled: false Level generator options: Level spawn location: World: (0,0,0), Chunk: (at 0,0,0 in 0,0; contains blocks 0,0,0 to 15,255,15), Region: (0,0; contains chunks 0,0 to 31,31, blocks 0,0,0 to 511,255,511) Level time: 0 game time, 0 day time Level dimension: 0 Level storage version: 0x00000 - Unknown? Level weather: Rain time: 0 (now: false), thunder time: 0 (now: false) Level game mode: ~~ERROR~~ NullPointerException: null Stacktrace: at net.minecraft.server.MinecraftServer.func_71190_q(MinecraftServer.java:666) at net.minecraft.server.MinecraftServer.func_71217_p(MinecraftServer.java:585) at net.minecraft.server.integrated.IntegratedServer.func_71217_p(IntegratedServer.java:129)",What CB Version do you use with which PermissionsEx Version?,,what EIO & FORGE are you using ? plz provide more details isn't ender furnace suppose to sent its output to ender chest only ?,,Why are you changing metadata clientside?,,Did you ever reload the server?,,"What version of EIO is this from? I need the full crash report to make sense of what could have happened here,",,Do you have multiple PEX jars (or did you not entirely restart your server)? PEX seems to be using an outdated queries file.,,Could it be that #53 happened before this error appeared?,,Do you have the correct _version_ of Citizens2? https://wiki.citizensnpcs.co/Versions,,"Do you have anything doing interesting things with world loading/unloading, chunk caching, or custom world generation?",,"How would lava be null? Also, the ForgeModLoader-client-0.log might help.",
jasmine_jasmine_issues_612,https://github.com/jasmine/jasmine/issues/612,Hi I can't get the following test to work in IE 8. I checked what Sinon does and found this http://sinonjs.org/releases/sinon-ie-1.10.2.js So I tested by adding this to my _SpecHelper.js_ After that the spec runs correctly.,Can you describe the use case in a little more detail? I don't understand what you are trying to do.,,How do I vote this up?,,Could you please try the sample and if it works perhaps try and break it by adding things that are different in your case?,,Can you share more of your environment?,,Could you try an alternative approach to see whether this works around the problem in your case?,,"Why are you supplying jasmine files under the vendor collection? What kind of test you have in your test files, can u give an example.",,What is the exact error that you encounter?,,Could you debug a bit more to find which object does not support which method ? Thx,,"What version of Jasmine are you using? As of 2.0, env.currentSpec is no longer supported.",,"What are you trying to accomplish? What does it mean to ""get all of the tests"" in a file?",
benweet_stackedit_issues_1325,https://github.com/benweet/stackedit/issues/1325,[law.pdf](https://github.com/benweet/stackedit/files/2075121/law.pdf),Maybe a problem with your document?,,What browser/os are you using?,,Can you share the document so that I can try to reproduce?,,When does this occur?,,What's the issue? That copy and paste doesn't retain formatting?,,Can I have a markdown sample?,,Can you share a Markdown sample please ?,,Can you provide me with the relevant chinese characters so that I can reproduce the problem? Thx.,,What do you mean? Can you provide a sample or a screenshot?,,"Can you clear your local storage, your indexed DB and see if it's better?",
etcd-io_etcd_issues_8030,https://github.com/etcd-io/etcd/issues/8030,"when I execute `etcdctl lease timetolive`, it requires the id of lease , so how can I get the id of lease?",What Go version are you using?,,Why do you need this information?,,What is your use case for this feature?,,how did you create the lease?,,What is the problem with your current solution?,,can you reproduce it?,,Could it be the problem of the system? Was your system out of memory when running etcd?,,Do you have a use case other than simply getting a binary? Thanks.,,What do you want to achieve? Can you explain your use case in more detail?,,Will you please provide the SHA you're building?,
travis-ci_travis-ci_issues_2947,https://github.com/travis-ci/travis-ci/issues/2947,I have activated my account in https://education.github.com/pack I don't see how to validate that one in my travis account! Thanks!,Do you have a particular example where it doesn't?,,Can this be closed?,,What browser are you on?,,Can you double-check with them that this is the case?,,Did you also send a support request email regarding this issue? Because we received one. I replied to that email with request for details.,,Do each of the structures have a thermostat or protect?,,What happens when you visit https://github.com/raspberrypi/linux/ ?,,What version are you using?,,Why don't you click the the edit?,,Do you still have access to dev@kieransaul.tk ?,
commercialhaskell_stackage_issues_4022,https://github.com/commercialhaskell/stackage/issues/4022,"Hi, GHC 8.6.1 appears to have a critical bug. I wonder how this will be handled in stackage nightly. See: * https://github.com/haskell/containers/issues/568 * https://ghc.haskell.org/trac/ghc/ticket/15696",Does the problem persist? Try to restart the job.,,Would we need to introduce a separate type to cover those lost use-cases?,,Can you reproduce it? Does the build fail in the same place?,,"Could you check that for me please? Cheers, -Trev",,Could you try running haste-boot with the --verbose flag and post the output here?,,Why you think you aren't reinstalling?,,"Maybe @joelteon, @copumpkin, or @jwiegley can help?",,Can you add a test case for this?,,When can we switch over?,,Can you try to reproduce with GHCi only?,
depcheck_depcheck_issues_192,https://github.com/depcheck/depcheck/issues/192,"Considering the numerous dynamic ways in which packages can be required, I think it will always be hard to statically analyze which packages are used. Here's a more foolproof suggestion: run the tests and build with a require hook (which looks like [this](https://github.com/mdlawson/piping/blob/master/src/launcher.coffee#L13)) that keeps track of what actually gets required, and then check that against `package.json`. That way no matter how a package gets required, whether as a webpack loader, `mocha -r jsdom/global` etc., `depcheck` will know about it.","Did you check how others, for example <https://github.com/alexanderrobitzsch/miceadds>, have implemented this?",,Do you have a particular situation you can describe in more detail that shows how this setup may lead to confusion?,,Do you want to ignore all the @types packages? Or only the ones on use?,,Where should i explain this in the docs/templates...?,,Can you share a bit of code that shows how the operation that resulted in the quoted error is being called?,,How do you think about this?,,How would the tests magically find them? 3. Some people may rely on a remote redis-server to test against. Especially folks contributing to redis-py while working on a Windows machine.,,What kind of fatal error do you get?,,"Which distribution ? EL-8 I guess ? I have a workaround for this in Fedora build configuration, need to see to apply it in EL-8.",,Can I get an example package that shows the no readme data found error? That way I can add a test for it?,
RetroPie_RetroPie-Setup_issues_1570,https://github.com/RetroPie/RetroPie-Setup/issues/1570,"As in reference with issue #1409 and by personal experience, Super Mario War doesn't map the controller to the predefined keyboard keys neither auto-configure the controller(s) in it's settings.",Did pressing the 'home' button not help? Also can you give it a shot with USB plugged in?,,Which wiki page do you refer to? Retroarch guys removed retroarch-joyconfig a long time ago. There is no retroarch-joyconfig anymore. Controllers should be setup through emulationstation.,,"Who are you calling to dismiss the modal - the modal nav itself, or the viewDeckController?",,Could you post the full stacktrace?,,Which NES core? Which game?,,Why do not do that in AppDelegate? What is self.viewController?,,Can you please provide more details? What did you do to end up with this message? Could you provide a small example application that allows to reproduce this?,,Did you read though https://github.com/retropie/retropie-setup/wiki/super-mario-war ?,,"What hardware? (which Mac, which kind of keyboard, bluetooth or usb?)",,"Which of the cores, do you think, would be better to be included in the RetroPie script: pcsx_rearmed libretro port or mednafen?",
rcdmk_aspJSON_issues_33,https://github.com/rcdmk/aspJSON/issues/33,"Hello, is it possible to restrict file browsing by drive or folder? EG disallow navigating to C Drive etc. or beyond a named folder?",Does it work if the name is different ?,,Could you please paste the exact error message you get?,,Does this still occur in v2.0.2?,,Did you check Preferences ?,,What exactly is missing?,,What does it do?,,Which icon is it that you think looks fuzzy?,,What doesn't work? Can you give me log info?,,"Can you be more specific, and maybe provide a code sample, so I can help you?",,What exact error are you getting?,
fsprojects_Paket_issues_1062,https://github.com/fsprojects/Paket/issues/1062,Hello. Is there a solution for not working import of build targets of `Microsoft.Bcl.Build`? We don't want to / can mix nuget and paket in our .Net 4.0 solution with over 100 projects (half of them use async/await with the library) like descriped in issue #1007.,can you create aminimal repro which doesn't use your internal feed?,,where is the server url coming from?,,did you try redirects: force?,,can you please try 2.51.6?,,What is the issue? And what is the suggested solution?,,what's the concrete issue?,,Did you see http://fsprojects.github.io/Paket/paket-add.html?,,Can you please run with -v?,,Maybe this has to do with the changes to allow redirects against dependencies?,,What do you want/need SNS to do/not to do when an assembly has the Retargetable flag set?,
pmd_pmd_issues_534,https://github.com/pmd/pmd/issues/534,There is an NPE in MethodTypeResolution in master branch that doesn't occur using latest release. Seems to happen for static methods. @WinterGrascph could you please take a look? **Description:** **Running PMD through:** *[CLI | Ant | Maven | Gradle | Designer | Other]* Maven,"What's the snippet you are trying it on? Bare in mind, any class that either extends another one or implements an interface is automatically whitelisted.",,Why do you consider this usage of different loggers to be legit?,,What if you build with mvn package and run it?,,Can you print to us javac error when public modifier is removed or explain why you think it is required? All details will help.,,"Could you let me know if you are using the field somewhere else in the class? Cheers, Amaury",,What version of Ruby do you have?,,Does that answer the question?,,can you provide a repro? I don't see this on my machine,,Could you please elaborate on when do you get this error?,,Could you please provide some more detail?,
citation-style-language_styles_issues_82,https://github.com/citation-style-language/styles/issues/82,git://gist.github.com/1676557.git,What is the goal of this issue?,,Did you create this issue just to notify us that you submitted a Croatian locale?,,What version are you using for pandoc-citeproc?,,"What is this style used for? Limnology and Oceanography is an English-only journal, right?",,Why not just follow some existing styleguide? @rmzelle - thoughts?,,Which version of rebar are you using?,,Could you elaborate a bit on what you changed in the style?,,"How are you generating those references? (Zotero, Mendeley, Papers, etc.? Through these apps, or via their word processor plugins? In what output format?)",,Should I use this to replace the original style?,,What program are you using our style with?,
rails_sprockets-rails_issues_397,https://github.com/rails/sprockets-rails/issues/397,"1. What does :environment do/mean, exactly? 2. Is there anything other than :manifest and :environment? 3. Can you give an example? http://stackoverflow.com/questions/43315652/how-does-config-assets-resolve-with-work-in-rails","Why do you say it's not working? The test suite says otherwise, so I need more feedback to really know what is happening.",,"What do you mean by ""doesn't work"", just does nothing? Throws an exception - which? Do you have a test case?",,"What is the command you are running (remove the --url if needed), where did you place them and do they contain at least a DEFINE and no <html> tag ?",,Which version of Cucumber-JVM are you using?,,Does it work when running ./app.js directly - without pm2?,,What other settings are you looking for?,,which version of n? did you try updating? n had a bug before where it didnt install npm properly but it should be fine now,,Does this describe the problem that you saw? Please try again on edge.,,Did this solve your problem? I can add something along these lines to the wiki if it did.,,Does not the documention in the README explain it?,
rizsotto_Bear_issues_233,https://github.com/rizsotto/Bear/issues/233,"Hi, I have a legacy system that has build environment. Most prerequisite is hard to achieve. Is that possible to provide a bear app image that I can drop into directory and work for me? Thanks!!",can you share a code snippet?,,Shall we open a ticket on Sourcetrail then? :) Might put back this functionality to bear with a switch. Although there should be one format for compilation database IMO.,,Could you add some details what was the problem and the resolution?,,Can you try pinning zc.recipe.egg to 2.0.3 and seeing if it works?,,what os? which architecture?,,could you tell me what version of cmake are you using? and please send me the output of cmake as well.,,What is your Build.pm6 code? Does method build return a true value (try adding return 1)?,,Does the error show up at all if you don't use the persistent workers flag?,,would that fit into your case?,,Does that look like it would solve for your use case?,
sitespeedio_sitespeed.io_issues_1449,https://github.com/sitespeedio/sitespeed.io/issues/1449,can I use SiteSpeed with a proxy service to check performance from multiple world locations? Is it built-in? Any recommendations on what other open-source tool I can add to achieve this I know I'll have to use a paid proxy provider. I use Proxymesh currently,"Can you create a dir and set open privileges for it, and then run inside that dir? Also what host OS are you running? Best Peter",,What do you want to test? Performance in different datacenter och CDN provider?,,did I make myself clear? I think the sitespeed.io version is the new and improved version but please let me know if I'm wrong :) Best Peter,,Do you have log from the install or what happend when you tried to run it? Best Peter,,Do you ajax load the assets? Add a User Timing when you are finished and wait for that or another event/value. Or increase the extra time after loadEventEnd.,,Does your server running Jenkins have access to that URL? Best Peter,,"Could it be that we have some old docs somewhere that we need to change, do you know where you got that parameter? Best Peter",,"What OS are you using? The coming 3.0 use nodejs but doesn't yet run on Windows, maybe you can try it out? Best Peter",,Did that help you @jyoprakashJP ? Best Peter,,Does it work with Firefox? Best Peter,
felis_USB_Host_Shield_2.0_issues_264,https://github.com/felis/USB_Host_Shield_2.0/issues/264,Will it work? Or is it only Bluetooth 2.0 that will work with the library.,"What is a special character, anyway? Anything but ASCII chars, numbers and whitespaces?",,"Do you have one to try? If not, I'll see if I have one here.",,What happens the read value?,,Can you try installing v2.2.5? This may be a regression.,,What did you modify? What bluetooth device?,,Which Arduino board are you using?,,"What do you mean by doesn't work? Also, are you running on Linux or OS X, which version of node and bleno are you using?",,What model of Raspberry Pi are you using where this issue is exhibited?,,"What was the bluetooth audio device? I'm hoping to get to some maintenance mac audio work soon, I've got a JBL Flip I could try to repro with.",,Can you connect to it's wifi access point from your computer?,
