issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
elastic_logstash_issues_1495,https://github.com/elastic/logstash/issues/1495,"In Grok's default patterns in https://github.com/elasticsearch/logstash/blob/master/patterns/grok-patterns we have IPORHOST defined as: `IPORHOST (?:%{HOSTNAME}|%{IP})` Because an IP address is a valid hostname, it's parsed as a hostname. Shouldn't the filter try to parse an IP first like this: `IPORHOST (?:%{IP}|%{HOSTNAME})`",What are you looking at?,,Would nmap be good enough? There already are make files that compile it see https://github.com/SynoCommunity/spksrc/pull/3267. However we are trying to create a bundled package for command line utilities,,Can you please confirm that #1397 correctly address your issue? If ok close this issue to avoid duplicates.,,Which operating system are you using?,,can you explain why it does not work ?,,Can you attach your logstash config?,,What benefits would this change provide?,,Could you use a screenshot to indicate the location of the bug?,,What version of logstash are you using?,,"Does it work sometimes and not others? To me, reliably would indicate that it always passes or always fails.",
psf_requests_issues_369,https://github.com/psf/requests/issues/369,"Hi, I noticed URL encode issue in get() -- In [32]: r = requests.get(r'http://i.ebayimg.com/00/s/ODAzWDEyODA=/$%28KGrHqV,!o8E63YcElkoBPFMhH2vUQ~~60_1.JPG') In [33]: r.status_code Out[33]: 404 In [34]: r = urllib2.urlopen(""http://i.ebayimg.com/00/s/ODAzWDEyODA=/$%28KGrHqV,!o8E63YcElkoBPFMhH2vUQ~~60_1.JPG"") In [35]: r.getcode() Out[35]: 200 In Wireshark, I see that it's because requests further encodes the URL (path) to """"""/00/s/ODAzWDEyODA%3D/%24%28KGrHqV%2C%21o8E63YcElkoBPFMhH2vUQ%7E%7E60_1.JPG"""""" Is it a bug?",Can you reduce this to a single bit of reproducible code for me to see?,,Can you get Wireshark/tcpdump trace for this?,,Where do you see it?,,"Do you know who that ""someone"" working on the change is? Otherwise I could give it a go - I'd just like to avoid any duplicate work.",,Can you confirm your network is set up correctly?,,Can you show me slightly more about how you invoked requests?,,Can you attach some code to reproduce?,,Wouldn't a DOM element behave the same way if the element that covers it doesn't intercept the event?,,What requests version are you using?,,What type does the function have in that file?,
mpv-player_mpv_issues_5764,https://github.com/mpv-player/mpv/issues/5764,"### mpv version and platform Fedora 27 mpv-0.27.2-1.fc27.x86_64 runnig through smplayer-18.3.0-1.fc27.x86_64 with vaapi output driver During video playing, mpv RAM usage was huge, around 7,8 GB I attach GDB backtrace",Can't you just mount the target?,,What? Why shouldn't there be any use for it?,,Did you know 90% of mpv problems are caused by malfunctioning hwdec libraries?,,Can you confirm that it works now?,,What? I interpret that as you don't want any change.,,Can you explain what exactly you want to do? Maybe this helps? https://github.com/rossy/mpv-repl,,Does this use the xvba backend?,,"Maybe you want ffms2 instead? Or, in fact, VapourSynth?",,Can you post a log with -v?,,What AO does mplayer use? Try different AOs.,
winmarkltd_BootstrapFormHelpers_issues_131,https://github.com/winmarkltd/BootstrapFormHelpers/issues/131,The div container of select ul is hidden and it isn't possible interact with it. So can you add a trigger for the language element change?,"What translation/language is affected? Also, if you have the time, help out proof reading or suggesting better translations: https://crowdin.com/project/seriesguide-translations/invite",,Do you have a URL where I can test this issue? Or the code to reproduce the issue?,,Can you throw a demo up on JSBin or something please?,,How do you expect clientside console variables to be detected serverside?,,Does it matter? Should tables provide sorting guarantees at all?,,"What do you mean by enumerating classes/namespaces/functions? Are you trying to add classes, namespaces and functions to ChaiScript? Trying to add an enumeration?",,What's your use case? Could take it up with the UX team to see if it's something that we could add support for.,,What version of Android are you running? What device? Could you please follow the instructions here: http://www.paulscode.com/forum/index.php?topic=877.msg8371#msg8371 and post back what you find.,,May I ask why you want this?,,"What is wrong with that? That is the constructor which is called, isn't it?",
angular_angular.js_issues_16795,https://github.com/angular/angular.js/issues/16795,I'm having Thousands of errors related to this line: https://github.com/angular/angular.js/blob/9ae51d751b3803d610652687b6a63f98f825a592/src/ngSanitize/sanitize.js#L464 this error only happen in: Safari 10.1 Chrome 69 on iOS 10.3 Someone has any Idea why happen this?,What is the error?,,Did your font was ok before yesterday (before i upgraded font generation tools)? 3. Do you have example/test site where this bug can be seen?,,Could you give the following information? - Which version of Atom are you using? - What OS and version are you running?,,Do you have a stack trace associated with the JavaScript error?,,What is your intention / what did you try to do?,,Can you file an issue on the new WebJar with the version you'd like instead? https://github.com/webjars/angular-sanitize/issues,,Could you confirm @shayanjm?,,Do you want to submit a PR?,,Do you have a use case that requires # 2?,,"Which application isn't working? BTW, CDN URIs: - https://cdn.webrtc-experiment.com - https://4dbefa02675a4cdb7fc25d009516b060a84a3b4b.googledrive.com/host/0B6GWd_dUUTT8WjhzNlloZmZtdzA/",
traccar_traccar_issues_1180,https://github.com/traccar/traccar/issues/1180,"Hello, It is possible to extend notification menu with something more flexible like an http request or launch an application? Thank you",Why would you want to do that?,,"How does it solve the problem of mirroring? As for using CouchDB, you would have to do some significant code modifications to be able to use it.",,"What do you mean by shared hosting? You need VPS or dedicated server to run Traccar, just web hosting is not enough.",,What notification menu are you talking about?,,How to detect movement?,,What are the hardware specs of your machine? Are you sure you have Java installed?,,What's the error message? What about building?,,Do you mean like a button to request position from device? It will require to finish #7 first.,,"What do you mean by ""rotate""? Do you mean deploy? Download installer and follow readme file instructions.",,Do you mean in web interface? I use GXT library which has date picker widget.,
comfy_comfortable-mexican-sofa_issues_766,https://github.com/comfy/comfortable-mexican-sofa/issues/766,I'm having difficulty implementing CMS basic functionalities. Can someone point me to working demo app? Thanks!,Do you mean through the user interface?,,"How come the app generator is using the repository source? Good to know that it breaks though, thanks!",,What steps have you taken to get to this point?,,Which web browser are you using?,,Which rake task? What were you doing when this happened? What did you expect to happen? Any other customisations? Thanks,,"What is broken ? The demo seems to work as expected. There is no frontend CSS/JS in order to let you the choice of your CSS framework (Bootstrap, Foundation, Neat,...)",,can you tell me which browser and version you're using? thanks,,"What functionality are you trying to work with? If you do follow the installation, you should be able to get it working with rails 4 easily.",,Can you say what you ran to get this please?,,"Can you please tell us what browser version you see this in, and what version of refinerycms you are using? Thanks.",
smeighan_xLights_issues_64,https://github.com/smeighan/xLights/issues/64,"Modified perspective and saved as default. Every time on exit, below crash message (not a normal debug crash). Testing on my Windows 7 desktop with this scenario (multiple occurrences before reporting). Modified display perspective screen capture and crash message (in 2 parts) below. ![image](https://cloud.githubusercontent.com/assets/11252070/6519844/b22f28c2-c37f-11e4-97ff-ae725dd105fb.png) ![image](https://cloud.githubusercontent.com/assets/11252070/6519808/345a9742-c37f-11e4-812c-46be15abd49b.png) ![image](https://cloud.githubusercontent.com/assets/11252070/6519810/412e0968-c37f-11e4-8d1b-d7a606c07737.png)","How could this happen, though? Maybe with the upgrade from .84 to .85? Xibalba changing random bits on his hard disk?",,Do you find the same issue?,,Maybe you could use the free software from screen-cast-o-matic to record your key strokes so i can duplicate them exactly?,,Do you remember how you launched Atom when it failed?,,What am I even looking at here? And what are you looking for?,,Did it work before? Have you changed the axis mode to datetime? Does the datebar example (under the help menu) work?,,What version are you using?,,Do you have something unusual in there? In your C:\Users\Jason.gitconfig I mean. Thanks in advance for providing the info!,,What is the CRC of the BIOS roms you're using?,,Could you set up an HTML page that makes it easy to get the problem to occur (and include instructions on what to do to make it happen)?,
minetest_minetest_issues_1396,https://github.com/minetest/minetest/issues/1396,0.4.9-286-g3a9cf21-dirty Screenshot made during daytime: ![2014-06-20-13 27 47-minetest opengl 3 0](https://cloud.githubusercontent.com/assets/1377943/3339557/3db696d8-f86e-11e3-868f-85dd2f5ba917.png) As you can see there is a spot one the upper left.,Does this only happen on title screen?,,can you enable F5 and take the screenshot again so we can see what texture this is looking at?,,Did you update the style for [line-dasharray changes](https://github.com/mapbox/mapbox-gl-style-spec/blob/mb-pages/CHANGELOG.md#700)?,,Can you clarify? In what way should the width be respected?,,Did you make/make install oce ? DRAWEXE is a binary that is installed to the path you provided,,What is your park entry price set to?,,Maybe the xyz pairs are input incorrectly? @Thomas--S can you paste the nodedef somewhere?,,Do you find the same issue?,,Do you still see it when you disable your games and mods?,,How does it look if you disable it?,
slic3r_Slic3r_issues_271,https://github.com/slic3r/Slic3r/issues/271,"Almost any modern application or UI selects the content of an input field when tabbing between them. this allows fast data input. slic3r just puts the cursor in the beginning of each input field, and the user has to select and type the new value, and the selection part is not user friendly.",Can you provide example .stl and Slic3r config?,,Can you please read guidelines?,,How can I reproduce this issue?,,Could you post an example?,,Why would you have an old config file with extrusion_axis set to zero or to a incorrect value?,,What platform are you on?,,Can you put more effort into explaining your problem?,,"will it be a moot point, once extensions can add their own fieldtypes?",,Did you try running it without the --gui flag?,,What is the diameter of those columns?,
sparklemotion_nokogiri_issues_1541,https://github.com/sparklemotion/nokogiri/issues/1541,"I tried with clean installed ruby 2.3.1 on Debian GNU/Linux 8.6 (jessie). I don't know what happened. And I don't know where is root of problem: nokogiri versioning, bundler bug, or something else.",Can you submit a short snippet of code that reproduces what you're seeing? A link to a gist would be perfect. Thanks so much!,,Can you elaborate ? I just tried it and it works for me.,,Can you confirm whether this is working now?,,what were you trying to do? what threw the error?,,Could you possibly give me the HTML you're parsing? Or some sort of script so that I can reproduce it?,,Do you have any suggestions if I keep getting a permission denied when I tried to update it from 1.13.1 to 1.14?,,Do you have other gems loaded?,,Can I ask that you reach out to the docker image maintainer?,,Can you include the URL or the html file that reproduces this issue?,,What version of nokogiri and libxml2 are you using?,
mxe_mxe_issues_2077,https://github.com/mxe/mxe/issues/2077,"Hi, zstd make work, but no lib/zstd.a and .dll generated can you fix this? Cheers,",Can you post the log and your build command?,,"Can you make a tarball of the contents of: ""/Users/robo/homebrew/opt/mxe/tmp-oce-x86_64-w64-mingw32.static/oce-OCE-0.18.2/examples/find_package_oce""?",,What version of gcc are you using and could you post the full log?,,Do you want to uninstall whole MXE or individual packages?,,"Could you please do ""git pull"" and try again?",,Can you post the full log?,,Can you see if it works now?,,What problems do you see because of this? Can you be specific about what you changed in cryptolib.c and mem_dbg.c?,,Could you send/share the full log?,,"Can you checkout 7f07dab9a289ec9c1e96a97eee6e328b33779866 and check if it works for you, please?",
HabitRPG_habitica_issues_9043,https://github.com/HabitRPG/habitica/issues/9043,"{""success"":false,""error"":""Error"",""message"":""ENOENT: no such file or directory, stat 'C:\\Users\\Administrator\\Desktop\\habitica\\dist-client\\index.html'""} What's missing, i don't have a dist-client folder",Could you provide the full npm output?,,what's your UUID? you might belong to multiple parties (bug),,What Qs do you have?,,"Which routes would you like it on? Easy to add. Incidentally, what'cha building?",,When are you getting this message?,,Does it need to be a new email address for new account?,,"Would it make sense to move the Saddle in the Market out of the Special list into the Food and Saddles group, then?",,What do you mean? habitrpg.com still redirects to habitica.com.,,what's your user id?,,"did it just start happening for you, or has it been an on-going issue?",
USGS-R_glmtools_issues_26,https://github.com/USGS-R/glmtools/issues/26,"Dear rGLM developers, Is the intention for rGLM to be an interface to GLM, i.e. you will be able to setup (set parameters and initial state) and run GLM from R? Or is it helper functions to process the output from GLM? Thanks.","Which BLAS/LAPACK library are you using? It might be better to ask on stackoverflow, unless there is somebody reading here that knows more about these problems.",,Can you provide a small example that shows the issue? It will make it much simpler to investigate.,,Which OS and theano and pymc3 versions are you on?,,Can you give an example of a situation you've encountered with a particularly cryptic error or similar?,,What was the actual use case when you encountered this?,,"What particular things are you looking to do with GLM? Hopefully you find these tools useful. If not, let us know what you think should be added.",,Can you provide the lines that lead to the crash?,,Do you plan to submit additional bugs so I can look at it when we have them together?,,What is the error? Have you tried installing from source? Is it glmr or glmtools? Am traveling right now but call me and I can help from the road.,,Could that be an issue here?,
kripken_BananaBread_issues_14,https://github.com/kripken/BananaBread/issues/14,"hi, you can find console log here http://pastebin.com/3GRMT1Nm there are different warnings and errors like not found assets most messages are in english (some in romanian) Ubuntu 12.04 32 bit pae kernel 4 gb ram 1 gb video core 2 duo 2.4",Did you post the whole crashlog or just a piece ?,,"What do you mean by ""stuck""? Does the browser freeze? Or the game stops running?",,Could you provide a minimal example to test?,,how big were the log files?,,Could you try: - Download again - Unzip again - Different machine Any more info?,,What kind of inputs are you running? Any special plugins? Thanks!,,Did you try manually update librtmp? I was on Ubuntu 12.04 and had to replace it. See http://wiki.xbmc.org/index.php?title=HOW-TO:Update_librtmp to get instructions.,,Should sound even be playing while rewinding? I feel like it should be muted.,,Can you give me a link to the pack you are using so I can test?,,Do you have any plugins installed?,
swoole_swoole-src_issues_1588,https://github.com/swoole/swoole-src/issues/1588,"Just a small heads-up. Swoole is now included in the techempower benchmarks. Currently only the json test. https://www.techempower.com/benchmarks/#section=test&runid=c0de5c69-d51c-482c-be3e-75ff8e6d7d16 php-swoole | 646,732",Did you start the VM yourself? Cuckoo will do this for you :-),,What have you tried so far?,,Could you copy the markup to [Codepen](https://codepen.io/anon/pen/bqEzMW) to show the issue? Thanks.,,Shouldn't this issue be on the TechEmpower repository?,,"What are you doing to trigger the warning? If it's loading an external PaperScript, try adding the async attribute to the script.",,Did you add swoole in your php.ini file? And did you compile it with pecl?,,Could anyone from the community create the other tests ? Thanks,,"May I change the name of this ticket, to ""Update tech-empower versions and configuration options""? :)",,"Do you split the calls by a given key's slot? I just glanced at the code and it doesn't seem like you are, but again I just skimmed it.",,What size is your map ? Are there any other settings such as tile costs ? Can you provide the version of EasyStar you are using?,
NixOS_nix_issues_2511,https://github.com/NixOS/nix/issues/2511,This issue is here to track discussion on extensible attrsets. See https://gist.github.com/edolstra/29ce9d8ea399b703a7023073b0dbc00d (linked with @edolstra's permission) for more details. cc @matthewbauer @joepie91 @jwiegley @danbst who commented on the gist,Why not just use [template](http://underscorejs.org/#template) from underscore.js? Also see this https://github.com/epeli/underscore.string/pull/147,,Did you do anything like rearrange your gists or change permissions? I'm going to reset the URL and allow it to scrape again.,,"Does this only show up on such a very recent LLVM+clang, i.e., is this a regression in the wasm backend? cc @sunfishcode",,Could you give it a spin and tell me if it works for you? Then I'll complete the task,,"Maybe a silly question, but is the theme identically defined in both?",,Why not move the gist to an official RFC?,,What is the issue?,,"Could you attach the full log with the VSMac and Mono version info? (edit ah, sorry, i see it's in the description rather than the log gist)",,Maybe you can get a stack trace?,,What exactly is the problem here and why would it be critical for 3.2?,
TTimo_GtkRadiant_issues_547,https://github.com/TTimo/GtkRadiant/issues/547,"GtkRadiant-1.6.5-20180806 Previously you could set default texture scale with 6 decimal accuracy. With the latest build, in order to have any other than X,X default texture scale, you need to manually go to local.pref and edit ""DefaultTextureScale"".",Wh I'll try it myself on my NEST.,,what if setScale is removed?,,Does anybody else know?,,Does it look like that without Dominos enabled?,,"Can you run this pack with Glide64? Can you run other texture packs with GLideN64? I may check that comunity texture pack, if you will give me download link.",,How did you even get a NULL texture?,,Would that work for you?,,How much digits should it be?,,Doesn't this follow from how sizing works in CSS when there is an intrinsic aspect ratio but no intrinsic width or height?,,Can you give an example where it does not?,
kss-node_kss-node_issues_475,https://github.com/kss-node/kss-node/issues/475,"I've been using this twig builder for some time in kalastatic projects: however trying to include it in a simple gulp project I get namespace errors as follows: what could be causing a custom builder to be properly register but resolve `@builderTwig` to `""""` ? Manually expanding the namespace int he custom builder `{% include ""node_modules/kstat-kss-builder/components/molecules/page_header.twig"" %}` seems to resolve this, though is clearly not practical.... @RobLoach - ideas?",Which version of KSTAT are you on?,,what version of Grav are you running? Just tested on the demo and it's fine: http://demo.getgrav.org/blog-skeleton/,,Can you walk me through how you got here?,,Could you explain a little more? Are you trying to include all of the menus you built into a sidebar?,,How did you add the custom name?,,Which version are you using ?,,Does this work for you?,,do you mind showing what you think is better?,,What would be your use case?,,Can you provide me your full YAML configuration where you have this double quote issue?,
